geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0672954,South Dos Palos,2292,1306,986,160,194,214,271,272,210,279,265,128,58,163,41,37,27.5,2127,24,141,0,0,0,0,36174.0,1711.0,732.0,1033.0,581.0,2013
1600000US0672996,South El Monte,20260,10234,10026,1759,1644,1417,1527,1415,3316,2590,2508,1321,780,1097,676,210,31.2,17583,543,10,82,1973,40,30,44104.0,14023.0,6641.0,8151.0,6215.0,2013
1600000US0673080,South Gate,95000,46711,48289,7243,7264,7748,8650,8279,14511,13860,11344,5164,3410,4389,2407,731,30.3,90985,2558,453,7,703,35,449,42776.0,65568.0,37093.0,31447.0,29354.0,2013
1600000US0673108,South Lake Tahoe,21448,11286,10162,1373,1107,1014,1387,1943,2837,2893,3411,1738,1419,1469,638,219,38.4,7169,12387,204,176,922,1,1165,41004.0,16560.0,12239.0,6448.0,4663.0,2013
1600000US0673167,South Monrovia Island,5960,3010,2950,375,420,461,428,389,775,1150,755,364,188,390,159,106,36.4,4085,1098,310,8,404,0,110,52778.0,4200.0,2598.0,1851.0,1681.0,2013
1600000US0673178,South Oroville,5806,3097,2709,406,444,444,506,732,605,663,809,381,268,297,164,87,31.7,1122,3093,109,152,1060,0,540,33460.0,5089.0,1815.0,3709.0,717.0,2013
1600000US0673220,South Pasadena,25747,12303,13444,1239,1741,1789,1597,1220,3726,4072,4053,1721,1600,1651,1017,321,39.4,5230,10857,566,20,8019,23,2049,85058.0,22518.0,20634.0,3841.0,3069.0,2013
1600000US0673262,South San Francisco,64630,32181,32449,4104,4062,4066,3363,4243,9671,9401,9088,4200,3654,4642,2785,1351,37.9,22886,13391,1348,90,23122,1649,4134,76785.0,57888.0,48530.0,15693.0,6546.0,2013
1600000US0673276,South San Gabriel,8053,3588,4465,488,297,572,454,381,1168,905,1090,491,571,812,428,396,43.3,3308,386,95,0,4132,0,232,61528.0,6428.0,4359.0,2781.0,1394.0,2013
1600000US0673290,South San Jose Hills,19778,9716,10062,1572,1546,1675,1916,1895,2769,2475,2564,844,503,1252,576,191,29.5,16728,962,150,24,1710,17,361,53750.0,13595.0,6682.0,7612.0,6183.0,2013
1600000US0673388,South Taft,2381,1248,1133,432,231,255,164,317,390,198,152,77,51,97,17,0,23.0,1320,893,88,0,0,0,160,40027.0,1686.0,702.0,1191.0,695.0,2013
1600000US0673430,South Whittier,59166,29009,30157,4258,4381,4424,4976,4790,9223,7728,7853,3337,2477,2757,2141,821,32.2,45179,9941,407,179,2682,16,1323,64029.0,46334.0,32705.0,16990.0,12796.0,2013
1600000US0673554,Spaulding,158,91,67,9,6,6,0,0,7,7,35,7,20,40,21,0,60.3,0,146,0,7,0,0,10,52250.0,139.0,84.0,112.0,19.0,2013
1600000US0673612,Spreckels,878,455,423,87,101,106,14,6,111,204,12,54,111,25,37,10,35.6,142,718,0,0,18,0,0,81500.0,845.0,833.0,108.0,33.0,2013
1600000US0673654,Spring Garden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0673690,"Spring Valley CDP (Lake County), California",1203,754,449,22,56,71,56,83,113,133,196,136,102,164,19,52,49.2,65,1138,0,0,0,0,0,27071.0,998.0,514.0,755.0,205.0,2013
1600000US0673696,"Spring Valley CDP (San Diego County), California",29265,14728,14537,2229,1998,2166,2167,1944,4193,3759,4100,1760,1797,1875,865,412,34.8,8841,14188,3063,61,1516,423,2270,66002.0,24160.0,18098.0,8765.0,4632.0,2013
1600000US0673700,Spring Valley Lake,8195,3873,4322,590,632,910,599,402,706,1069,1365,445,417,385,484,191,38.3,1799,5420,497,0,227,0,504,53862.0,7266.0,5719.0,2122.0,901.0,2013
1600000US0673710,Springville,824,346,478,12,13,30,42,16,0,76,108,106,99,145,115,62,60.3,135,651,0,9,0,0,58,35313.0,758.0,558.0,541.0,66.0,2013
1600000US0673794,Squaw Valley,2234,1146,1088,45,47,91,143,178,138,132,554,159,251,321,63,112,53.2,253,1856,0,29,12,0,168,62230.0,1869.0,1321.0,882.0,365.0,2013
1600000US0673815,Squirrel Mountain Valley,566,312,254,0,0,52,0,87,0,113,40,35,59,55,88,37,52.7,34,532,0,0,0,0,0,105234.0,395.0,395.0,180.0,171.0,2013
1600000US0673868,Stallion Springs,3544,1813,1731,128,211,139,490,40,213,278,710,372,217,472,188,86,46.9,285,3259,0,0,0,0,0,54649.0,3227.0,2438.0,1424.0,317.0,2013
1600000US0673906,Stanford,13495,7365,6130,391,300,260,3679,4680,2060,517,489,275,200,361,179,104,21.5,1831,6477,706,170,3482,12,1619,64280.0,13148.0,12864.0,991.0,347.0,2013
1600000US0673962,Stanton,38305,19132,19173,2447,2920,2910,3263,2689,5678,5656,5257,1919,1707,1853,1259,747,33.7,18311,8422,903,66,9398,84,2055,47923.0,27953.0,17546.0,12070.0,10288.0,2013
1600000US0674130,Stevenson Ranch,18335,9110,9225,1106,1789,2049,1664,835,1292,3508,3377,780,694,852,312,77,36.9,2978,10448,423,32,3717,0,1474,116655.0,16971.0,16013.0,1855.0,1364.0,2013
1600000US0674144,Stevinson,85,36,49,6,7,6,0,0,14,7,0,4,24,17,0,0,57.6,0,85,0,0,0,0,0,44643.0,34.0,21.0,17.0,51.0,2013
1600000US0674172,Stinson Beach,516,242,274,26,0,0,27,0,52,39,67,103,31,149,16,6,59.2,5,494,0,0,17,0,0,105192.0,516.0,480.0,128.0,0.0,2013
1600000US0674186,Stirling City,179,94,85,0,0,19,37,0,0,34,24,0,0,32,33,0,45.0,0,179,0,0,0,0,0,86838.0,179.0,89.0,155.0,0.0,2013
1600000US0675000,Stockton,294406,143435,150971,24291,24028,24467,25026,23840,41297,36995,34137,17166,12814,16815,9414,4116,31.0,120958,65559,31909,1197,62244,1581,21718,46831.0,239897.0,148698.0,114440.0,52730.0,2013
1600000US0675154,Stonyford,243,99,144,0,22,23,15,0,33,44,26,9,20,32,16,3,40.4,21,198,1,13,0,3,14,44167.0,227.0,144.0,136.0,16.0,2013
1600000US0675168,Storrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0675252,Stratford,1317,603,714,156,100,98,185,102,166,168,200,39,55,32,0,16,25.4,1154,163,0,0,0,0,0,28100.0,720.0,343.0,419.0,574.0,2013
1600000US0675280,Strathmore,3633,1851,1782,360,333,385,226,399,669,377,348,221,84,148,67,16,25.9,3126,507,0,0,0,0,0,26047.0,2663.0,946.0,1857.0,970.0,2013
1600000US0675315,"Strawberry CDP (Marin County), California",5879,2898,2981,316,261,354,409,341,815,730,844,432,451,518,301,107,40.7,300,4256,220,8,814,75,388,83750.0,5416.0,4946.0,1241.0,456.0,2013
1600000US0675322,"Strawberry CDP (Tuolumne County), California",142,59,83,0,0,0,27,0,0,0,0,22,20,34,37,2,74.1,0,142,0,0,0,0,0,,139.0,139.0,71.0,0.0,2013
1600000US0675588,Sugarloaf Mountain Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0675592,Sugarloaf Saw Mill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0675596,Sugarloaf Village,11,4,7,0,0,0,0,0,0,0,0,2,2,3,4,0,72.5,0,11,0,0,0,0,0,20625.0,11.0,8.0,7.0,0.0,2013
1600000US0675630,Suisun City,28350,14325,14025,1621,2772,2340,2154,1807,4338,3802,3878,1876,1481,1477,590,214,32.8,6616,6696,6603,81,5923,310,4078,70311.0,24757.0,18871.0,8132.0,3264.0,2013
1600000US0675672,Sultana,673,343,330,61,88,47,84,40,85,106,66,19,33,22,15,7,28.4,602,71,0,0,0,0,0,23707.0,483.0,76.0,426.0,190.0,2013
1600000US0675714,Summerland,1255,607,648,89,13,28,34,90,69,251,304,96,179,94,8,0,47.6,97,858,25,0,221,0,82,89891.0,1107.0,1047.0,128.0,148.0,2013
1600000US0675994,Sunnyside,3985,2044,1941,197,185,201,334,164,485,437,423,332,285,514,312,116,44.3,1582,1761,10,0,503,59,115,64473.0,3630.0,2673.0,1794.0,355.0,2013
1600000US0676015,Sunnyside-Tahoe City,1712,1023,689,116,178,47,100,97,238,335,248,106,90,107,50,0,36.9,274,1317,0,8,54,0,118,64091.0,1247.0,1118.0,281.0,465.0,2013
1600000US0676040,Sunny Slopes,143,74,69,0,0,0,0,0,0,0,0,87,56,0,0,0,59.8,0,143,0,0,0,0,0,,143.0,143.0,0.0,0.0,2013
1600000US0677000,Sunnyvale,143315,73366,69949,11974,8495,7349,6689,7280,29286,22435,19689,7930,6069,8563,5266,2290,35.2,25945,48570,2701,184,59712,1005,9658,100043.0,128353.0,112511.0,27101.0,14422.0,2013
1600000US0677042,Sunol,839,390,449,38,35,35,30,49,67,74,150,108,93,105,52,3,51.5,118,587,0,0,60,4,127,85000.0,801.0,693.0,213.0,38.0,2013
1600000US0677308,Sun Village,11586,5901,5685,1011,762,1123,1013,902,1204,1387,1883,908,367,666,265,95,33.2,7466,2900,957,0,115,20,244,55609.0,8822.0,4730.0,4758.0,2747.0,2013
1600000US0677364,Susanville,17001,12039,4962,737,576,666,860,2035,4048,2947,2427,922,537,606,445,195,33.8,3888,10066,1690,540,288,133,677,50735.0,9165.0,6519.0,3755.0,912.0,2013
1600000US0677378,Sutter,2857,1389,1468,217,199,233,143,220,335,426,438,111,182,151,153,49,37.0,429,2241,19,0,36,22,213,62736.0,2608.0,2003.0,881.0,249.0,2013
1600000US0677392,Sutter Creek,2540,1096,1444,183,78,135,141,111,141,230,345,286,223,425,182,60,53.1,243,2222,0,24,29,0,44,45919.0,2251.0,1649.0,1172.0,289.0,2013
1600000US0677430,Swall Meadows,240,120,120,3,8,19,5,9,0,30,54,54,39,16,3,0,52.5,2,238,0,0,0,0,0,95192.0,234.0,220.0,39.0,6.0,2013
1600000US0677574,Taft,9192,5614,3578,547,477,604,477,702,1639,1551,1319,537,488,452,357,42,35.5,3210,5158,207,93,200,0,648,50441.0,5511.0,4015.0,2269.0,1370.0,2013
1600000US0677588,Taft Heights,2183,994,1189,225,177,145,294,241,301,222,216,69,166,83,44,0,25.5,39,2014,27,28,34,6,70,50929.0,2009.0,1506.0,715.0,174.0,2013
1600000US0677595,Taft Mosswood,1350,730,620,89,140,114,214,122,181,183,186,26,27,36,26,6,23.9,1026,72,51,0,195,0,12,31114.0,910.0,471.0,499.0,440.0,2013
1600000US0677700,Tahoe Vista,1500,858,642,135,70,26,27,175,312,257,107,71,151,118,51,0,35.5,411,1034,0,0,55,0,0,69875.0,1037.0,894.0,270.0,463.0,2013
1600000US0677728,Tahoma,915,412,503,66,62,68,20,66,114,103,219,73,49,38,13,24,42.6,0,829,0,19,6,0,122,51750.0,690.0,544.0,229.0,225.0,2013
1600000US0677784,Talmage,1351,716,635,66,94,48,201,110,168,152,221,81,20,41,117,32,34.5,773,452,6,29,61,0,60,66983.0,1131.0,787.0,507.0,220.0,2013
1600000US0677805,Tamalpais-Homestead Valley,10394,5065,5329,513,657,749,662,306,566,1716,1773,852,1124,1008,296,172,45.2,479,8627,102,0,885,0,584,115840.0,9972.0,9396.0,1769.0,422.0,2013
1600000US0677924,Tara Hills,4674,2198,2476,251,298,239,263,336,732,485,741,333,238,435,265,58,38.8,1814,1486,563,3,494,0,628,57926.0,3922.0,3107.0,1486.0,752.0,2013
1600000US0677960,Tarpey Village,3153,1658,1495,133,267,196,304,79,409,404,449,134,176,280,255,67,38.4,643,2184,140,0,147,7,64,57246.0,2823.0,2215.0,1375.0,321.0,2013
1600000US0678008,Taylorsville,169,59,110,0,0,0,0,0,0,0,71,60,12,0,26,0,57.3,30,139,0,0,0,0,0,52417.0,169.0,169.0,26.0,0.0,2013
1600000US0678050,Tecopa,108,59,49,6,0,0,0,13,0,9,20,12,7,13,25,3,57.5,0,108,0,0,0,0,0,20000.0,90.0,40.0,78.0,18.0,2013
1600000US0678092,Tehachapi,14014,9566,4448,925,634,686,952,858,2994,2638,2012,595,478,661,456,125,34.9,4692,7888,864,206,228,29,167,43949.0,7830.0,5879.0,3240.0,1383.0,2013
1600000US0678106,Tehama,390,187,203,23,54,12,37,2,48,58,39,15,21,43,25,13,37.8,61,292,0,0,0,0,74,39583.0,361.0,224.0,213.0,29.0,2013
1600000US0678120,Temecula,102605,49893,52712,7458,7794,9015,10101,7363,11271,15649,16164,5313,4246,4837,2615,779,33.3,25551,56506,3606,1678,9673,386,10164,78356.0,86738.0,74807.0,19619.0,14587.0,2013
1600000US0678126,Temelec,1548,657,891,0,0,0,0,0,0,0,68,110,255,384,458,273,74.2,156,1334,17,0,16,0,50,40299.0,1466.0,1139.0,1169.0,82.0,2013
1600000US0678138,Temescal Valley,23397,11105,12292,1555,1536,1880,1757,1366,2927,3691,3458,1215,1366,1782,744,120,37.0,6874,13125,1245,21,1526,9,1170,87740.0,20564.0,18005.0,4637.0,2833.0,2013
1600000US0678148,Temple City,35772,16829,18943,2002,2092,1979,2482,1817,4118,5201,5416,2898,2211,2916,1867,773,41.3,6393,8046,243,13,20156,0,1717,66075.0,29363.0,22906.0,8941.0,6007.0,2013
1600000US0678162,Templeton,7525,3495,4030,416,602,453,417,380,717,863,1274,768,454,484,382,315,43.7,1233,5771,18,48,155,0,563,68833.0,6584.0,5763.0,1881.0,843.0,2013
1600000US0678176,Tennant,130,68,62,18,0,0,0,10,14,0,19,17,17,24,11,0,58.2,40,59,0,5,26,0,0,16125.0,114.0,24.0,111.0,16.0,2013
1600000US0678232,Terminous,409,224,185,0,15,16,9,26,17,15,46,52,30,105,69,9,62.4,98,281,0,0,7,0,46,53558.0,387.0,271.0,253.0,22.0,2013
1600000US0678288,Terra Bella,2976,1359,1617,345,399,250,293,202,426,284,274,149,185,113,56,0,24.9,2703,186,35,0,38,0,28,26633.0,2122.0,502.0,1847.0,854.0,2013
1600000US0678336,Teviston,1645,825,820,208,205,246,186,111,297,135,99,41,30,48,39,0,19.4,1418,142,85,0,0,0,0,24811.0,1184.0,195.0,1035.0,461.0,2013
1600000US0678456,Thermal,3653,2401,1252,272,414,329,231,607,625,484,435,38,36,159,23,0,24.7,3584,47,0,0,0,0,44,27524.0,2254.0,659.0,1607.0,1399.0,2013
1600000US0678470,Thermalito,6676,3264,3412,389,573,268,508,639,887,411,1148,414,352,718,312,57,36.7,482,4442,26,61,1307,11,694,38650.0,5627.0,2638.0,4128.0,1032.0,2013
1600000US0678568,Thornton,803,407,396,64,75,120,53,54,83,129,83,39,0,21,82,0,29.6,553,221,7,4,18,0,0,31875.0,570.0,198.0,424.0,233.0,2013
1600000US0678582,Thousand Oaks,127356,62165,65191,5776,9107,9208,9756,7140,12745,16345,21066,8666,8391,10472,5741,2943,41.7,22990,87208,1326,135,12091,123,6856,100476.0,113434.0,101839.0,26101.0,13557.0,2013
1600000US0678596,Thousand Palms,7453,3653,3800,312,440,299,716,202,942,937,940,447,395,683,834,306,42.9,4477,2552,87,0,16,16,406,42651.0,5583.0,3728.0,3116.0,1870.0,2013
1600000US0678638,Three Rivers,2142,1133,1009,107,45,75,100,72,126,162,421,199,136,347,203,149,53.9,131,1893,18,17,19,8,112,38988.0,1916.0,1509.0,934.0,226.0,2013
1600000US0678652,Three Rocks,131,40,91,10,9,0,45,19,0,19,29,0,0,0,0,0,21.1,131,0,0,0,0,0,0,,131.0,48.0,131.0,0.0,2013
1600000US0678666,Tiburon,9042,4210,4832,526,631,655,398,340,463,997,1521,699,756,1032,700,324,48.6,587,7850,11,28,361,0,377,131791.0,8642.0,7870.0,2236.0,354.0,2013
1600000US0678715,Timber Cove,126,61,65,9,0,0,4,0,8,17,21,12,18,25,2,10,56.2,18,105,2,0,0,0,2,50333.0,111.0,101.0,37.0,15.0,2013
1600000US0678750,Tipton,2192,1183,1009,190,272,242,229,245,308,288,198,75,52,31,46,16,23.6,1697,420,0,0,0,0,136,34158.0,1479.0,570.0,978.0,713.0,2013
1600000US0678792,Tobin,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,0,11,0,0,0,0,0,,11.0,0.0,11.0,0.0,2013
1600000US0678890,Tomales,128,62,66,0,0,0,0,0,0,0,0,101,0,9,18,0,58.6,0,128,0,0,0,0,0,36094.0,49.0,40.0,27.0,79.0,2013
1600000US0678932,Tonyville,219,84,135,37,27,55,18,0,27,31,24,0,0,0,0,0,13.4,219,0,0,0,0,0,0,7386.0,163.0,14.0,149.0,56.0,2013
1600000US0678949,Tooleville,276,134,142,10,0,10,11,43,79,41,38,0,0,17,27,0,27.9,222,54,0,0,0,0,0,29352.0,85.0,20.0,75.0,191.0,2013
1600000US0678960,Topanga,9131,4266,4865,563,952,554,374,197,740,952,2271,801,409,672,476,170,46.5,688,7713,68,0,403,15,488,120711.0,8381.0,7336.0,1772.0,750.0,2013
1600000US0679030,Topaz,70,0,70,0,0,32,0,0,0,38,0,0,0,0,0,0,,0,70,0,0,0,0,0,,70.0,70.0,0.0,0.0,2013
1600000US0679529,Toro Canyon,1596,717,879,72,68,90,76,75,114,117,217,195,150,211,171,40,53.9,233,1316,0,0,23,0,48,101250.0,1418.0,1165.0,475.0,178.0,2013
1600000US0680000,Torrance,146187,70794,75393,7787,8096,9177,8925,8145,16936,21550,24890,9774,7548,11854,7928,3577,41.8,24359,60147,4114,253,50628,260,12469,77061.0,128020.0,109027.0,33423.0,17420.0,2013
1600000US0680238,Tracy,83452,42577,40875,7103,7214,7549,6685,5407,10277,13420,12309,4233,2853,4105,1764,533,32.7,32405,28763,4707,223,12307,856,8263,76098.0,72228.0,58945.0,18923.0,11060.0,2013
1600000US0680266,Tranquillity,784,379,405,127,62,51,36,59,87,37,68,10,76,127,44,0,33.2,661,123,0,0,0,0,0,24609.0,589.0,200.0,487.0,195.0,2013
1600000US0680280,Traver,959,533,426,73,80,107,81,115,136,131,119,34,14,39,28,2,27.6,798,108,0,34,0,0,36,37333.0,572.0,175.0,413.0,387.0,2013
1600000US0680364,Tres Pinos,422,218,204,19,22,44,27,13,74,49,88,26,22,32,3,3,39.4,152,254,6,0,0,0,20,74167.0,346.0,273.0,109.0,76.0,2013
1600000US0680448,Trinidad,219,97,122,2,0,5,1,15,44,36,19,22,16,28,23,8,49.3,8,198,0,3,2,0,16,41618.0,175.0,140.0,79.0,44.0,2013
1600000US0680476,Trinity Center,286,171,115,0,0,46,0,0,0,12,9,41,86,33,29,30,62.6,0,284,0,0,0,0,4,26875.0,248.0,118.0,178.0,38.0,2013
1600000US0680483,Trinity Village,217,106,111,0,12,4,9,0,28,8,10,87,8,42,7,2,57.3,7,208,0,0,0,0,4,22833.0,159.0,83.0,102.0,58.0,2013
1600000US0680515,Trona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0680560,Trowbridge,120,51,69,0,2,7,8,3,7,14,13,19,9,13,22,3,56.5,3,117,0,0,0,0,0,50833.0,108.0,88.0,47.0,12.0,2013
1600000US0680588,Truckee,16132,8400,7732,1191,1045,1034,932,541,2323,2967,3094,1098,751,768,267,121,37.8,2684,12908,11,77,289,0,326,66810.0,13127.0,11335.0,3197.0,2996.0,2013
1600000US0680644,Tulare,59949,29147,30802,5423,5569,5388,4474,4967,8752,7354,6886,3188,2486,3066,1686,710,29.9,34119,20286,2024,505,1553,64,2629,45485.0,47706.0,29352.0,22538.0,12002.0,2013
1600000US0680686,Tulelake,1035,491,544,83,75,66,66,76,151,81,151,98,60,77,40,11,35.1,589,378,36,12,0,0,40,29071.0,704.0,347.0,421.0,331.0,2013
1600000US0680763,Tuolumne City,1867,843,1024,213,42,35,143,48,171,163,240,214,79,363,111,45,49.9,337,1395,0,10,5,0,240,29141.0,1686.0,1037.0,1164.0,181.0,2013
1600000US0680784,Tupman,148,81,67,9,4,15,19,33,12,1,37,0,2,16,0,0,23.9,11,137,0,0,0,0,0,46250.0,125.0,75.0,55.0,23.0,2013
1600000US0680812,Turlock,69185,34308,34877,5023,5037,4832,5711,5527,10054,9223,8196,3661,3618,4556,2418,1329,33.3,24304,36032,1312,349,4746,531,3748,53270.0,57478.0,42225.0,21057.0,11276.0,2013
1600000US0680854,Tustin,76497,37515,38982,5737,5700,5627,5278,5657,12527,12466,10290,3947,3007,3585,1943,733,33.3,30139,24690,1739,373,17403,372,3267,73194.0,62067.0,49798.0,15693.0,14292.0,2013
1600000US0680882,Tuttle,18,9,9,0,0,0,0,0,0,0,0,0,0,9,0,9,,0,18,0,0,0,0,0,,18.0,18.0,18.0,0.0,2013
1600000US0680896,Tuttletown,1263,579,684,66,219,39,31,24,70,207,143,295,56,78,35,0,41.2,52,1211,0,0,0,0,0,57917.0,1139.0,909.0,292.0,124.0,2013
1600000US0680952,Twain,21,10,11,0,0,0,0,0,0,0,0,0,21,0,0,0,,0,21,0,0,0,0,0,,21.0,21.0,0.0,0.0,2013
1600000US0680966,Twain Harte,1894,993,901,125,68,20,78,144,120,117,237,306,265,254,113,47,55.4,165,1672,0,20,20,0,34,50610.0,1771.0,1368.0,861.0,123.0,2013
1600000US0680994,Twentynine Palms,25462,14274,11188,3134,1506,1003,1853,6219,5000,2171,1550,896,650,840,515,125,23.9,5916,15253,1845,283,866,187,2200,41485.0,16955.0,12595.0,6245.0,1700.0,2013
1600000US0681050,Twin Lakes,5189,2600,2589,64,170,273,104,630,1202,739,540,306,450,372,255,84,38.1,917,3965,67,26,33,0,353,48686.0,4084.0,3252.0,1418.0,1009.0,2013
1600000US0681134,Ukiah,15946,7872,8074,1092,984,1240,1255,1185,1946,1838,2229,883,1021,1349,620,304,36.4,4746,9311,150,483,402,76,1507,42609.0,13049.0,7894.0,6863.0,2466.0,2013
1600000US0681204,Union City,70687,34393,36294,5175,4525,4427,4103,4989,10342,10280,9504,4621,4107,5035,2668,911,36.5,15388,9687,3860,323,36814,1119,6667,82083.0,62923.0,50089.0,18487.0,7626.0,2013
1600000US0681302,University of California Davis,6811,3052,3759,212,72,7,4109,1360,896,91,39,0,21,0,4,0,19.3,898,2596,125,11,2815,35,637,26940.0,6511.0,5872.0,763.0,300.0,2013
1600000US0681312,University of California Merced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0681344,Upland,74487,35486,39001,4525,5039,5315,5617,5399,9580,10463,10659,4687,3801,5310,2898,1194,36.5,29217,32540,4034,69,6269,114,4139,62667.0,61810.0,46313.0,21491.0,12223.0,2013
1600000US0681358,Upper Lake,613,334,279,13,51,28,46,41,40,50,25,51,48,153,25,42,57.0,261,292,0,22,6,0,64,26510.0,528.0,275.0,448.0,85.0,2013
1600000US0681554,Vacaville,93137,50382,42755,5646,5618,6418,6686,6629,12939,13601,14722,5548,5166,5784,2978,1402,37.5,20964,51985,8593,290,5631,557,9839,73582.0,75026.0,63330.0,21752.0,8009.0,2013
1600000US0681638,Valinda,22694,11510,11184,1504,1579,2153,1967,1579,3752,3095,2610,1369,1017,1225,661,183,31.5,18158,1585,135,35,2590,7,286,67859.0,17037.0,10908.0,7021.0,5653.0,2013
1600000US0681652,Vallecito,714,389,325,82,54,43,87,0,88,50,144,49,7,53,48,9,40.1,23,691,0,0,0,0,0,66382.0,662.0,398.0,347.0,52.0,2013
1600000US0681666,Vallejo,117079,56089,60990,8147,6632,6709,7754,8135,15716,14055,17850,9094,8023,8036,4736,2192,38.5,28506,29288,23387,481,27180,1045,14125,58371.0,96781.0,71456.0,37626.0,19551.0,2013
1600000US0681708,Valle Vista,15131,7141,7990,941,1321,1123,1011,852,1782,1870,2022,750,869,1193,1015,382,38.0,4183,9272,436,119,427,156,1076,41556.0,12476.0,8173.0,6070.0,2638.0,2013
1600000US0681722,Valley Acres,742,309,433,40,16,52,139,30,59,162,101,42,32,36,27,6,37.5,226,501,0,0,1,0,28,46531.0,490.0,407.0,149.0,252.0,2013
1600000US0681736,Valley Center,10712,5301,5411,541,864,914,852,522,1305,959,1926,1192,632,655,216,134,38.4,2266,7630,56,345,162,46,346,85146.0,8004.0,6868.0,1999.0,2647.0,2013
1600000US0681778,Valley Ford,99,62,37,0,0,0,0,0,0,32,0,0,67,0,0,0,62.3,69,30,0,0,0,0,0,31458.0,67.0,37.0,30.0,32.0,2013
1600000US0681792,Valley Home,307,137,170,17,9,2,55,50,8,38,52,18,5,12,37,4,39.8,133,164,0,0,2,0,16,37308.0,191.0,94.0,142.0,116.0,2013
1600000US0681869,Valley Ranch,62,29,33,0,0,0,0,0,0,0,0,0,55,7,0,0,63.5,0,62,0,0,0,0,0,115795.0,62.0,62.0,7.0,0.0,2013
1600000US0681890,Valley Springs,3791,2064,1727,192,146,278,436,326,247,440,671,251,253,384,122,45,41.1,778,2849,18,0,128,0,36,68958.0,3180.0,2568.0,1107.0,611.0,2013
1600000US0681925,Valley Wells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0681967,Val Verde,2416,1196,1220,155,233,153,284,238,253,370,347,152,102,119,10,0,31.8,1555,677,67,0,38,0,158,60398.0,1815.0,1233.0,688.0,601.0,2013
1600000US0682072,Vandenberg AFB,3693,2009,1684,594,395,306,147,682,1058,429,49,3,22,8,0,0,23.2,810,1949,356,0,160,0,836,65142.0,2741.0,2701.0,127.0,5.0,2013
1600000US0682086,Vandenberg Village,6711,3137,3574,335,483,421,360,289,776,663,1031,443,468,662,605,175,45.4,1196,4830,183,48,251,10,386,77750.0,5865.0,5146.0,2319.0,704.0,2013
1600000US0682334,Verdi,92,60,32,0,0,0,0,0,0,12,27,32,13,0,8,0,58.2,0,92,0,0,0,0,0,11250.0,44.0,44.0,8.0,48.0,2013
1600000US0682422,Vernon,60,37,23,0,0,5,6,5,15,6,7,7,1,2,6,0,32.8,51,7,0,0,2,0,0,32188.0,45.0,14.0,37.0,15.0,2013
1600000US0682562,Victor,323,125,198,51,25,60,27,29,0,24,34,28,0,29,16,0,18.9,278,45,0,0,0,0,0,17586.0,323.0,151.0,172.0,0.0,2013
1600000US0682590,Victorville,117551,57874,59677,10190,10746,12350,10597,8182,17268,16472,13945,4989,4198,5340,2557,717,29.0,57531,31299,20533,330,5372,273,4147,50034.0,92144.0,57059.0,42147.0,20709.0,2013
1600000US0682667,View Park-Windsor Hills,10934,5081,5853,636,374,587,551,431,1085,1285,2072,958,853,884,643,575,47.0,945,716,8462,20,160,0,1176,79896.0,9765.0,8671.0,2856.0,1131.0,2013
1600000US0682744,Villa Park,5872,3009,2863,167,348,273,474,339,398,561,1023,508,386,771,514,110,49.7,593,4116,81,0,958,0,248,155525.0,5469.0,4831.0,1678.0,403.0,2013
1600000US0682786,Vina,128,56,72,0,0,0,14,0,8,12,32,9,0,7,37,9,52.7,22,97,0,0,0,0,18,26607.0,119.0,52.0,79.0,9.0,2013
1600000US0682815,Vincent,16446,8049,8397,1181,942,1094,1143,1292,2757,2080,2579,864,920,1092,351,151,34.3,12068,2615,195,92,1271,0,410,74256.0,13111.0,9500.0,4559.0,3332.0,2013
1600000US0682842,Vine Hill,4128,2012,2116,375,233,150,241,484,798,406,691,196,117,314,116,7,31.8,1362,1924,199,5,323,204,222,62708.0,3350.0,2364.0,1200.0,767.0,2013
