geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0664224,Salinas,155366,78021,77345,14221,14209,12312,12856,11950,25439,21470,17358,6932,6429,6750,3574,1866,29.7,117861,22938,2046,320,10203,139,3567,49840.0,121000.0,72709.0,56918.0,32680.0,2015
1600000US0664252,Salmon Creek,44,8,36,0,0,0,0,0,27,0,0,9,8,0,0,0,27.8,0,44,0,0,0,0,0,,17.0,17.0,0.0,27.0,2015
1600000US0664294,Salton City,4782,2437,2345,378,435,407,217,381,735,625,553,239,307,359,135,11,31.8,2867,1668,80,9,0,0,316,36932.0,3365.0,1743.0,1848.0,1405.0,2015
1600000US0664308,Salton Sea Beach,551,306,245,22,93,31,39,42,0,16,110,63,42,73,11,9,49.5,287,256,0,0,0,0,16,,477.0,120.0,422.0,74.0,2015
1600000US0664392,Samoa,268,141,127,10,8,13,18,33,75,22,44,7,7,14,14,3,32.2,4,213,1,8,0,0,68,39583.0,214.0,100.0,137.0,54.0,2015
1600000US0664420,San Andreas,2706,1459,1247,143,316,110,0,157,270,412,232,311,160,297,192,106,44.4,249,2068,72,10,61,123,246,40125.0,2236.0,1625.0,973.0,292.0,2015
1600000US0664434,San Anselmo,12566,5865,6701,349,925,1132,707,410,820,1777,2101,963,1222,1403,629,128,46.0,731,10826,88,134,370,0,805,102316.0,11901.0,10898.0,2762.0,637.0,2015
1600000US0664462,San Antonio Heights,2963,1458,1505,115,90,156,150,139,434,345,457,263,188,374,159,93,46.6,580,1924,1,20,390,0,96,94295.0,2608.0,2105.0,880.0,355.0,2015
1600000US0664476,San Ardo,746,391,355,133,94,10,65,70,116,77,68,46,19,15,25,8,25.0,616,123,0,0,7,0,0,40375.0,556.0,223.0,376.0,190.0,2015
1600000US0665000,San Bernardino,214112,106071,108041,18086,18617,17713,18764,20274,32260,25319,25111,11609,8668,10568,5124,1999,28.9,132504,36694,29181,558,9372,441,10241,37047.0,165794.0,80092.0,97157.0,43725.0,2015
1600000US0665028,San Bruno,42506,21111,21395,2640,2444,2000,2090,2471,6801,6069,6957,3006,2368,2975,1936,749,39.2,12555,14343,861,38,11369,1452,3439,83888.0,38013.0,32520.0,10036.0,4368.0,2015
1600000US0665042,San Buenaventura (Ventura),108899,53315,55584,7288,6127,6690,6099,7450,14913,13854,15625,7820,6798,8243,5084,2908,39.3,36841,63325,1721,317,3789,272,5040,66995.0,94918.0,72992.0,33993.0,12805.0,2015
1600000US0665070,San Carlos,29454,14268,15186,1840,2353,1807,1404,954,2861,4598,5002,2386,1881,2349,1350,669,42.9,3247,20675,340,3,3555,161,2904,131685.0,28037.0,25574.0,5805.0,1394.0,2015
1600000US0665084,San Clemente,65017,32712,32305,3529,4256,4745,4470,3682,6159,9095,9937,5287,4210,5508,2807,1332,41.9,11957,47524,363,54,2411,393,4590,98153.0,58195.0,49511.0,15747.0,6244.0,2015
1600000US0665112,Sand City,312,178,134,22,22,23,31,23,50,40,59,4,21,12,5,0,31.7,122,162,12,2,4,0,20,40625.0,218.0,129.0,129.0,81.0,2015
1600000US0666000,San Diego,1359791,682040,677751,86484,78247,74077,86499,125860,248857,184401,173781,77752,67262,86704,47324,22543,34.0,408714,586863,84155,3564,224337,4800,92369,66116.0,1136817.0,895312.0,353865.0,186775.0,2015
1600000US0666004,San Diego Country Estates,10215,5014,5201,348,595,1056,768,356,922,1357,1780,748,936,863,388,98,43.2,1193,8546,172,71,43,2,376,100719.0,9560.0,8813.0,1991.0,647.0,2015
1600000US0666070,San Dimas,34073,15890,18183,1648,1704,1887,2374,2642,3800,3984,5461,1925,2526,3534,1603,985,42.5,10805,16277,971,133,4178,24,3311,78034.0,31010.0,25604.0,8732.0,2771.0,2015
1600000US0666140,San Fernando,24296,12598,11698,1610,1997,1877,1923,1825,4166,3773,2830,1183,1004,1394,444,270,32.2,22047,1397,258,58,255,186,99,55170.0,19520.0,11551.0,8725.0,4705.0,2015
1600000US0667000,San Francisco,840763,427909,412854,38123,30488,27427,31036,53917,187527,136300,114629,51611,50528,62062,38225,18890,38.5,128619,346732,44879,1520,281896,3370,63553,81294.0,765091.0,602198.0,232598.0,71076.0,2015
1600000US0667042,San Gabriel,40198,19206,20992,1943,1915,2315,2072,2678,5086,5833,6832,3034,2347,3142,2060,941,42.2,10566,4617,132,25,24328,127,742,51579.0,32776.0,21006.0,13662.0,7027.0,2015
1600000US0667056,Sanger,24700,11971,12729,2323,2298,1909,1949,1776,3385,3527,2713,976,1266,1172,948,458,31.9,20560,3361,108,93,174,0,795,43099.0,20819.0,12739.0,10354.0,3756.0,2015
1600000US0667070,San Geronimo,599,277,322,21,111,16,8,0,39,130,8,16,115,114,21,0,42.2,0,587,12,0,0,0,0,85625.0,558.0,416.0,249.0,41.0,2015
1600000US0667112,San Jacinto,45977,22480,23497,3987,3568,4086,3359,3510,5843,6574,5554,2166,2030,3284,1332,684,32.2,24070,14738,3264,334,1934,194,2847,46725.0,37638.0,22071.0,19457.0,8202.0,2015
1600000US0667126,San Joaquin,4008,1980,2028,421,503,455,382,370,463,507,450,154,124,138,26,15,22.7,3848,160,0,0,0,0,0,24437.0,3040.0,633.0,2526.0,968.0,2015
1600000US0668000,San Jose,1000860,502918,497942,67599,69452,63489,59978,69087,153071,152121,143374,60913,49272,63923,34758,13823,36.1,329648,270501,28076,1928,334883,3639,62629,84647.0,888807.0,682093.0,277744.0,108696.0,2015
1600000US0668014,San Juan Bautista,2250,1262,988,162,190,86,193,105,293,194,378,162,180,194,82,31,40.9,1310,860,0,0,35,9,72,58446.0,2007.0,1448.0,814.0,243.0,2015
1600000US0668028,San Juan Capistrano,35897,17493,18404,2275,2206,2326,2895,2087,3466,4069,5185,2798,2604,2951,1969,1066,42.2,13192,20741,15,203,1013,97,947,72472.0,29442.0,22178.0,11164.0,6415.0,2015
1600000US0668084,San Leandro,88329,43579,44750,4686,5287,5309,5037,5938,11457,12702,13999,6280,5681,6333,3398,2222,40.5,24086,21076,10372,343,28203,950,6398,62761.0,78094.0,58993.0,28043.0,9920.0,2015
1600000US0668112,San Lorenzo,24891,12239,12652,1341,1534,1439,1695,1975,3240,3118,3488,1863,1521,1973,1113,591,40.3,9255,7127,1168,29,5921,168,2353,74807.0,22599.0,17417.0,7911.0,2292.0,2015
1600000US0668140,San Lucas,384,174,210,27,43,37,27,23,53,40,59,16,26,23,10,0,31.1,349,33,0,0,0,0,4,43750.0,300.0,97.0,237.0,84.0,2015
1600000US0668154,San Luis Obispo,46337,24611,21726,1555,1650,1658,3755,14243,6476,3836,3986,2005,1849,2459,1821,1044,25.4,7582,33557,927,167,2639,15,2881,46058.0,41621.0,36870.0,9437.0,4456.0,2015
1600000US0668196,San Marcos,89578,43599,45979,6178,7643,6125,6450,6161,12353,14996,11562,4532,3645,5391,3094,1448,34.9,32632,43566,2137,112,7857,480,5534,57822.0,75242.0,58971.0,22348.0,13778.0,2015
1600000US0668224,San Marino,13353,6560,6793,744,963,956,744,673,886,1540,2233,1222,939,1283,752,418,45.9,1140,4782,130,0,6887,29,685,133676.0,12795.0,11481.0,2705.0,558.0,2015
1600000US0668238,San Martin,7170,3560,3610,335,435,417,607,493,678,669,1353,562,395,717,405,104,43.9,3181,2934,19,0,519,299,423,101645.0,6525.0,4872.0,2478.0,618.0,2015
1600000US0668252,San Mateo,101335,49988,51347,6772,6113,4795,5002,5323,15561,16656,14083,6308,5901,7139,5008,2674,39.1,26813,45838,2068,125,20752,1968,7311,90208.0,91868.0,75944.0,27332.0,9067.0,2015
1600000US0668263,"San Miguel CDP (Contra Costa County), California",3366,1513,1853,269,338,138,180,89,239,571,548,230,324,325,55,60,41.1,62,2945,4,0,258,1,192,155181.0,3144.0,3020.0,527.0,222.0,2015
1600000US0668266,"San Miguel CDP (San Luis Obispo County), California",2461,1315,1146,325,240,205,92,165,511,317,326,94,90,80,8,8,29.8,1255,984,0,9,8,0,230,49274.0,1566.0,912.0,733.0,895.0,2015
1600000US0668294,San Pablo,29777,14928,14849,2009,2185,2139,2280,2657,4651,3845,4140,1730,1179,1650,953,359,32.6,16315,3043,4378,89,5049,75,1582,43868.0,23128.0,14638.0,10459.0,6259.0,2015
1600000US0668308,San Pasqual,2000,975,1025,139,74,53,111,27,477,220,258,152,166,187,84,52,39.6,317,1162,135,0,335,0,102,87708.0,1891.0,1648.0,409.0,109.0,2015
1600000US0668364,San Rafael,58819,29173,29646,3810,3310,3273,2994,3013,7702,8238,8634,4026,3608,5111,3185,1915,41.6,16897,33768,1511,92,4051,118,4075,77294.0,51641.0,39948.0,19969.0,6446.0,2015
1600000US0668378,San Ramon,74571,37104,37467,4647,7334,6956,5021,2616,7262,14440,12942,3904,3148,3879,1792,630,37.6,6413,31114,1571,190,30940,350,7807,128916.0,71936.0,67566.0,9038.0,2585.0,2015
1600000US0668434,San Simeon,284,144,140,0,56,0,30,5,58,0,41,10,11,35,38,0,30.9,155,116,0,0,8,0,10,,218.0,132.0,135.0,66.0,2015
1600000US0669000,Santa Ana,333268,167303,165965,27033,26482,26520,25702,30976,54287,49449,40365,15561,11366,15039,7287,3201,30.2,260721,30623,3263,341,35161,822,4348,52253.0,239222.0,129360.0,120276.0,90709.0,2015
1600000US0669070,Santa Barbara,90401,44815,45586,5467,4218,4494,5114,9529,14446,11064,10907,5839,5174,7103,3968,3078,36.7,35708,48613,1268,165,2909,84,3269,66107.0,74253.0,58926.0,25473.0,15697.0,2015
1600000US0669084,Santa Clara,121374,61538,59836,9164,7420,6194,7797,8586,23405,20296,15087,5958,5250,6620,3661,1936,34.3,22475,41703,4321,411,47933,368,8194,98914.0,111245.0,96337.0,23390.0,9770.0,2015
1600000US0669088,Santa Clarita,179950,88732,91218,10671,12475,13302,13907,12523,22666,24121,28015,12817,9421,11802,5323,2907,37.0,57955,91819,4902,323,17026,255,15015,83554.0,159099.0,131308.0,42324.0,20546.0,2015
1600000US0669112,Santa Cruz,62752,30895,31857,2486,2217,2213,8939,12456,7754,6509,6986,3989,3124,3513,1848,718,28.7,12927,40300,1105,190,5226,53,5819,62164.0,55722.0,46973.0,13891.0,6645.0,2015
1600000US0669154,Santa Fe Springs,17162,8012,9150,1109,1314,1206,1165,1306,2254,2205,2092,1087,1078,1058,849,439,35.6,13534,1752,424,66,1086,4,447,53168.0,14646.0,10068.0,5790.0,2441.0,2015
1600000US0669182,Santa Margarita,1582,687,895,157,29,97,161,45,12,303,332,158,201,76,11,0,44.6,235,1347,0,0,0,0,0,48814.0,1377.0,1126.0,262.0,205.0,2015
1600000US0669196,Santa Maria,102618,52195,50423,9494,8884,9035,8261,8887,16037,13014,11422,4489,3415,4938,3169,1573,29.4,74446,21016,791,370,5002,111,1717,50433.0,76730.0,42286.0,41739.0,25338.0,2015
1600000US0670000,Santa Monica,92169,44537,47632,4093,3313,3050,3474,6072,18178,14789,13340,5846,5194,7970,4595,2255,40.5,14173,61766,3983,33,8556,75,7082,76580.0,83366.0,70437.0,20551.0,7977.0,2015
1600000US0670028,Santa Nella,1517,889,628,182,185,157,101,9,194,185,149,177,64,78,27,9,32.4,967,314,33,0,106,0,194,28144.0,1254.0,436.0,886.0,263.0,2015
1600000US0670042,Santa Paula,30246,15572,14674,2314,2468,2682,2314,2421,3700,4348,3755,1802,1134,1823,1018,467,33.1,23653,5704,57,47,611,17,314,52824.0,24407.0,15381.0,11115.0,5751.0,2015
1600000US0670098,Santa Rosa,172066,84743,87323,10341,11480,10773,11170,10451,25090,22972,23413,11557,10076,13391,7038,4314,38.0,53306,98186,3558,1153,8650,846,12601,61050.0,149053.0,110480.0,58187.0,21240.0,2015
1600000US0670130,Santa Rosa Valley,3550,1823,1727,144,179,200,229,329,261,243,690,478,221,334,131,111,48.1,350,2731,63,102,228,0,152,176305.0,3406.0,3156.0,688.0,144.0,2015
1600000US0670140,Santa Susana,1071,488,583,25,7,34,71,50,85,116,325,177,123,27,21,10,52.7,160,801,89,0,11,0,20,87500.0,971.0,939.0,169.0,94.0,2015
1600000US0670154,Santa Venetia,5166,2613,2553,346,233,96,240,658,542,630,824,424,329,405,189,250,42.0,1370,3179,62,0,434,0,242,86182.0,4184.0,3449.0,1298.0,835.0,2015
1600000US0670182,Santa Ynez,4489,2353,2136,53,116,285,417,229,166,583,1069,397,257,527,247,143,49.7,707,3196,43,235,127,1,341,100202.0,3942.0,3589.0,1050.0,547.0,2015
1600000US0670224,Santee,56255,27167,29088,3630,3732,3527,3975,3607,7623,7831,8965,3567,2959,4025,1886,928,37.5,9615,40091,903,170,2457,190,5647,76104.0,49785.0,42323.0,12952.0,4831.0,2015
1600000US0670266,Saranap,5702,2803,2899,422,494,246,399,170,725,883,773,413,450,453,196,78,38.2,315,4275,181,26,497,0,816,110795.0,5134.0,4749.0,1044.0,555.0,2015
1600000US0670280,Saratoga,30817,15058,15759,785,1864,2754,2254,964,1461,3475,6110,2860,1850,3100,2197,1143,48.4,1080,14072,176,89,14484,14,1726,169189.0,29960.0,27593.0,6745.0,687.0,2015
1600000US0670322,Saticoy,1251,681,570,78,152,112,130,75,195,258,105,36,32,29,45,4,30.0,1084,92,12,0,24,0,78,51875.0,873.0,425.0,522.0,378.0,2015
1600000US0670336,Sattley,40,26,14,0,0,0,0,0,0,14,26,0,0,0,0,0,,0,26,0,0,0,14,0,,0.0,0.0,0.0,40.0,2015
1600000US0670364,Sausalito,7094,3397,3697,231,180,118,52,351,789,930,1247,585,871,1190,384,166,52.3,593,6002,142,36,222,26,146,122434.0,6746.0,6024.0,2070.0,348.0,2015
1600000US0670518,Scotia,814,411,403,88,75,74,46,84,164,95,130,40,6,12,0,0,26.9,24,700,21,48,0,0,42,53621.0,625.0,383.0,270.0,189.0,2015
1600000US0670588,Scotts Valley,11780,5730,6050,667,637,829,1045,953,1143,1522,1710,975,641,934,402,322,39.5,1229,9216,94,0,639,0,1174,101475.0,11245.0,10380.0,2202.0,499.0,2015
1600000US0670644,Seacliff,3256,1474,1782,101,115,153,215,336,240,398,587,284,323,347,103,54,45.8,751,2247,0,0,80,0,337,61856.0,3004.0,2501.0,964.0,252.0,2015
1600000US0670686,Seal Beach,24551,11255,13296,839,894,931,665,841,2192,2175,2737,2032,2035,3625,3651,1934,57.7,3235,17994,207,25,2368,10,1370,55270.0,22921.0,17589.0,10255.0,1269.0,2015
1600000US0670712,Sea Ranch,1068,447,621,0,0,0,11,0,22,0,57,39,190,390,294,65,69.0,0,1057,0,0,4,0,14,75598.0,1068.0,903.0,741.0,0.0,2015
1600000US0670728,Searles Valley,1614,873,741,73,155,162,88,82,192,166,260,147,101,116,54,18,38.4,282,1182,97,5,5,0,86,41146.0,1439.0,895.0,734.0,175.0,2015
1600000US0670742,Seaside,33999,16103,17896,3115,2504,2139,2563,2625,5776,5137,3839,1649,1548,1740,961,403,31.8,14196,11143,2518,203,3295,676,3849,51704.0,25043.0,18377.0,9925.0,7929.0,2015
1600000US0670770,Sebastopol,7583,3483,4100,195,217,398,417,298,980,823,922,640,821,1023,561,288,51.3,866,6303,84,26,90,60,308,57560.0,6799.0,5288.0,2901.0,654.0,2015
1600000US0670798,Seeley,1324,584,740,179,119,74,60,156,155,118,191,57,81,37,50,47,26.8,1171,132,10,0,0,0,22,23882.0,1034.0,387.0,660.0,258.0,2015
1600000US0670882,Selma,24017,11785,12232,1907,2216,1873,1717,2385,3616,3187,2225,1126,1152,1543,783,287,30.6,18958,3315,69,117,1166,10,758,42948.0,19114.0,10486.0,10549.0,4757.0,2015
1600000US0670966,Sequoia Crest,27,14,13,0,0,0,0,0,0,0,0,0,0,0,27,0,,0,27,0,0,0,0,0,,27.0,27.0,27.0,0.0,2015
1600000US0671000,Sereno del Mar,42,26,16,0,0,0,0,0,0,0,10,0,9,23,0,0,72.2,0,42,0,0,0,0,0,,33.0,33.0,23.0,9.0,2015
1600000US0671078,Seville,545,303,242,95,39,29,59,73,97,46,34,36,10,9,13,5,24.3,530,15,0,0,0,0,0,23750.0,359.0,25.0,336.0,186.0,2015
1600000US0671106,Shafter,17513,8904,8609,1651,1742,1792,1739,1341,2586,2453,1919,670,471,682,328,139,26.3,14489,2573,231,41,68,0,222,40881.0,13962.0,7698.0,7000.0,3098.0,2015
1600000US0671134,Shandon,1227,713,514,119,151,44,37,45,333,168,75,88,89,60,18,0,31.5,432,671,47,0,4,20,106,57632.0,1018.0,714.0,367.0,209.0,2015
1600000US0671218,Shasta,1669,838,831,103,71,85,61,58,60,151,327,158,184,288,78,45,52.7,33,1486,0,50,7,0,186,55755.0,1448.0,1021.0,609.0,221.0,2015
1600000US0671225,Shasta Lake,10146,5050,5096,644,747,785,454,448,1235,1380,1509,824,567,888,512,153,40.8,1372,7760,95,263,122,0,1068,42003.0,8472.0,5014.0,4987.0,1674.0,2015
1600000US0671246,Shaver Lake,742,437,305,26,44,41,49,34,47,65,111,67,93,85,74,6,51.8,13,710,0,0,15,0,8,81477.0,706.0,572.0,279.0,36.0,2015
1600000US0671362,Shell Ridge,1039,533,506,39,130,89,62,0,60,175,92,46,106,178,52,10,42.6,200,640,0,0,111,0,176,122083.0,1023.0,960.0,287.0,16.0,2015
1600000US0671372,Shelter Cove,412,232,180,0,58,17,0,0,0,76,99,77,40,20,25,0,47.2,72,340,0,0,0,0,0,,220.0,201.0,64.0,192.0,2015
1600000US0671414,Sheridan,1567,936,631,142,99,63,11,160,306,227,218,92,161,36,40,12,36.0,504,948,0,33,43,0,78,49083.0,941.0,573.0,545.0,626.0,2015
1600000US0671554,Shingle Springs,4533,2389,2144,90,233,186,394,261,411,423,885,447,449,381,348,25,47.3,943,3486,29,0,20,0,110,76708.0,3964.0,3012.0,1630.0,569.0,2015
1600000US0671568,Shingletown,2432,1263,1169,146,95,110,131,119,134,60,258,218,396,486,230,49,59.2,130,1937,0,241,76,0,96,45575.0,2123.0,1137.0,1624.0,309.0,2015
1600000US0671680,Shoshone,25,11,14,0,0,0,0,6,4,0,7,8,0,0,0,0,52.4,6,19,0,0,0,0,0,,25.0,25.0,0.0,0.0,2015
1600000US0671774,Sierra Brooks,410,199,211,41,32,56,0,0,22,25,76,53,32,42,31,0,50.2,0,372,0,0,0,0,76,47738.0,400.0,400.0,73.0,10.0,2015
1600000US0671778,Sierra City,218,136,82,0,0,0,0,0,0,18,34,20,89,23,34,0,62.4,8,206,0,0,0,0,8,153375.0,214.0,194.0,66.0,4.0,2015
1600000US0671806,Sierra Madre,11084,5435,5649,624,791,677,331,313,1022,1637,1881,856,1009,1243,500,200,46.2,1610,7667,181,8,1255,41,587,92384.0,10586.0,9392.0,2161.0,498.0,2015
1600000US0671834,Sierra Village,521,341,180,0,37,37,0,0,43,0,104,96,24,79,101,0,58.1,24,403,0,0,74,0,40,44648.0,497.0,434.0,281.0,24.0,2015
1600000US0671848,Sierraville,55,23,32,0,0,0,0,1,0,2,1,0,10,41,0,0,66.3,2,50,2,0,1,0,0,53750.0,54.0,32.0,41.0,1.0,2015
1600000US0671876,Signal Hill,11332,5628,5704,919,679,804,909,1009,1570,1767,1651,700,478,517,251,78,33.5,3752,3123,1385,49,2353,75,1190,65773.0,8823.0,6428.0,3429.0,2459.0,2015
1600000US0671927,Silverado Resort,893,430,463,0,14,15,40,21,0,96,157,85,66,243,99,57,60.6,18,875,0,0,0,0,0,168219.0,853.0,735.0,399.0,40.0,2015
1600000US0671932,Silver City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2015
1600000US0671964,Silver Lakes,5992,3178,2814,470,393,280,359,345,717,676,742,229,428,631,520,202,39.7,1026,4424,289,16,155,30,90,69157.0,5648.0,4357.0,2187.0,321.0,2015
1600000US0672016,Simi Valley,126103,61912,64191,7218,7325,9117,8797,8395,15168,16899,20749,8967,7625,9850,3971,2022,39.4,31449,77276,1354,255,11347,203,8277,90210.0,113361.0,96984.0,28077.0,12454.0,2015
1600000US0672086,Sisquoc,291,183,108,17,61,31,9,22,43,34,11,18,16,12,15,2,25.8,98,128,0,65,0,0,0,44500.0,204.0,104.0,134.0,87.0,2015
1600000US0672156,Sky Valley,2729,1445,1284,120,102,247,185,55,383,246,306,223,247,299,225,91,46.4,1259,1364,40,0,0,15,69,37625.0,1986.0,1080.0,1203.0,733.0,2015
1600000US0672184,Sleepy Hollow,2489,1156,1333,78,75,192,260,87,66,271,504,175,240,429,99,13,49.0,64,2019,13,0,237,0,312,189667.0,2452.0,2193.0,688.0,37.0,2015
1600000US0672282,Smartsville,82,71,11,0,16,0,0,1,1,0,55,1,4,4,0,0,52.4,1,74,1,0,0,0,12,25063.0,43.0,18.0,29.0,39.0,2015
1600000US0672338,Smith Corner,648,399,249,23,66,122,64,58,108,38,75,88,0,0,6,0,24.4,565,83,0,0,0,0,0,40143.0,589.0,224.0,403.0,59.0,2015
1600000US0672380,Smith River,767,356,411,58,96,89,63,52,64,88,72,24,42,36,24,59,27.7,249,466,0,35,17,0,0,42944.0,724.0,572.0,243.0,43.0,2015
1600000US0672408,Snelling,104,51,53,6,3,5,13,0,2,28,4,9,21,13,0,0,44.2,0,96,0,0,0,0,16,49643.0,98.0,92.0,27.0,6.0,2015
1600000US0672478,Soda Bay,1429,694,735,58,0,27,85,0,109,205,189,62,101,203,270,120,58.5,441,988,0,0,0,0,0,56200.0,1350.0,886.0,900.0,79.0,2015
1600000US0672492,Soda Springs,59,42,17,0,0,0,0,0,0,26,33,0,0,0,0,0,49.2,0,59,0,0,0,0,0,,42.0,26.0,16.0,17.0,2015
1600000US0672506,Solana Beach,13253,6352,6901,534,550,702,731,460,1639,1817,2016,1041,1029,1561,759,414,46.3,2022,10320,57,0,431,13,820,96902.0,11644.0,10137.0,3335.0,1600.0,2015
1600000US0672520,Soledad,25826,17957,7869,1510,1691,1454,1027,2044,4502,4861,4639,1656,907,939,358,238,36.6,17989,3344,2785,197,612,23,1727,51161.0,11970.0,6706.0,6110.0,3635.0,2015
1600000US0672576,Solvang,5456,2698,2758,225,226,253,268,292,430,674,739,439,399,618,445,448,49.5,1415,3870,0,0,72,0,150,67484.0,4909.0,4120.0,1835.0,482.0,2015
1600000US0672646,Sonoma,10897,4878,6019,306,557,641,459,390,794,1055,1873,784,950,1724,818,546,51.5,1598,8749,9,20,337,0,368,62516.0,9606.0,8265.0,3604.0,1048.0,2015
1600000US0672674,Sonora,4827,2298,2529,212,239,312,207,348,597,506,668,384,349,523,358,124,44.7,560,3549,176,14,314,13,359,34605.0,3992.0,2265.0,2495.0,609.0,2015
1600000US0672688,Soquel,10827,5410,5417,673,650,682,705,858,1579,957,1412,1042,921,904,312,132,39.1,2255,7748,11,8,367,0,876,75033.0,9720.0,7549.0,3210.0,1107.0,2015
1600000US0672772,Soulsbyville,2071,1027,1044,118,97,184,221,74,318,219,344,71,128,210,73,14,36.1,176,1758,0,10,0,0,254,73656.0,1926.0,1436.0,767.0,145.0,2015
1600000US0672954,South Dos Palos,2537,1374,1163,146,208,259,230,295,313,235,498,87,126,66,30,44,29.5,2297,31,209,0,0,0,0,44571.0,1876.0,1098.0,910.0,661.0,2015
1600000US0672996,South El Monte,20483,10179,10304,1463,1449,1377,1550,1808,3056,2545,2627,1544,853,1046,846,319,33.4,17253,711,15,65,2350,47,50,40938.0,14709.0,6876.0,8459.0,5746.0,2015
1600000US0673080,South Gate,95350,47028,48322,7105,7455,7216,7886,8502,15143,13192,11525,5187,4185,4821,2274,859,31.0,91065,2812,684,0,535,94,265,43552.0,69882.0,37557.0,35026.0,25395.0,2015
1600000US0673108,South Lake Tahoe,21437,11508,9929,1338,1214,874,1342,1735,3204,3067,2955,1549,1628,1602,720,209,38.0,7161,12119,360,58,1262,24,906,39793.0,17469.0,12166.0,7605.0,3741.0,2015
1600000US0673167,South Monrovia Island,6768,3285,3483,488,319,375,412,624,1047,836,839,700,359,475,174,120,37.3,5023,862,439,8,373,0,126,57292.0,4836.0,3051.0,2183.0,1834.0,2015
1600000US0673178,South Oroville,6124,3307,2817,253,550,493,578,943,742,575,680,495,327,289,149,50,29.0,1422,2921,46,143,1178,0,828,33862.0,5300.0,1656.0,4098.0,824.0,2015
1600000US0673220,South Pasadena,25999,12664,13335,1511,1627,1820,1698,972,3569,4235,3998,1617,1522,1965,997,468,40.1,5289,11071,477,54,7636,39,2730,78957.0,22805.0,19953.0,4901.0,3029.0,2015
1600000US0673262,South San Francisco,66217,32854,33363,4046,3741,4000,3268,4169,9817,9307,9477,4335,4301,5232,2949,1575,38.9,22830,13319,1446,53,24826,1566,4144,81439.0,60940.0,50190.0,17860.0,5129.0,2015
1600000US0673276,South San Gabriel,8886,4148,4738,508,304,413,370,553,1243,1022,1159,686,589,1074,499,466,45.3,3191,660,91,0,4840,0,208,64474.0,7403.0,4047.0,3979.0,1242.0,2015
1600000US0673290,South San Jose Hills,21015,10565,10450,1620,1658,1605,1662,1948,3249,2598,2559,1262,701,1320,628,205,30.9,18043,761,238,11,1753,25,368,55050.0,15338.0,7048.0,9053.0,5677.0,2015
1600000US0673388,South Taft,1740,929,811,196,149,139,119,345,175,117,226,59,85,61,22,47,23.9,659,977,65,29,0,0,20,38512.0,1225.0,461.0,943.0,515.0,2015
1600000US0673430,South Whittier,59358,28995,30363,4353,4354,4166,4633,4455,9413,7914,7668,3590,2745,3317,1900,850,33.4,45705,9117,435,227,2593,16,2189,62592.0,48704.0,33021.0,18943.0,10613.0,2015
1600000US0673554,Spaulding,196,113,83,8,7,8,0,0,9,8,19,9,23,68,37,0,65.2,0,192,0,0,0,0,8,61591.0,177.0,84.0,167.0,19.0,2015
1600000US0673612,Spreckels,761,472,289,90,100,63,20,30,66,113,95,26,94,35,17,12,35.4,37,703,0,0,21,0,0,82396.0,747.0,736.0,81.0,14.0,2015
1600000US0673654,Spring Garden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2015
1600000US0673690,"Spring Valley CDP (Lake County), California",1099,623,476,38,55,0,90,108,35,145,151,108,116,203,14,36,50.5,57,1016,0,18,8,0,0,25750.0,925.0,485.0,679.0,174.0,2015
1600000US0673696,"Spring Valley CDP (San Diego County), California",30392,15072,15320,2549,1776,2349,2233,1896,4580,3556,4001,2064,1906,2173,806,503,34.6,10782,12629,3291,90,1687,612,2462,62356.0,25995.0,19010.0,10002.0,4009.0,2015
1600000US0673700,Spring Valley Lake,7849,3811,4038,402,525,662,630,592,780,1044,1209,548,504,522,279,152,39.1,1390,5578,541,0,212,13,230,70481.0,7092.0,5512.0,1999.0,757.0,2015
1600000US0673710,Springville,763,329,434,30,76,0,37,16,64,81,60,101,40,70,116,72,57.2,107,609,0,21,0,0,52,30861.0,737.0,478.0,577.0,26.0,2015
