city,enrollment,vaccinated,s_year,vac_pct,geoid
Fowler,544.0,533.0,2018,97.97794117647058,1600000US0625436
Frazier Park,25.0,23.0,2018,92.0,1600000US0625534
Freedom,285.0,273.0,2018,95.78947368421052,1600000US0625576
Fremont,11300.0,10986.0,2018,97.2212389380531,1600000US0626000
French Camp,234.0,223.0,2018,95.2991452991453,1600000US0626028
Fresno,28326.0,27121.0,2018,95.74595777730707,1600000US0627000
Fullerton,5459.0,5288.0,2018,96.86755816083532,1600000US0628000
Galt,1332.0,1300.0,2018,97.5975975975976,1600000US0628112
Garden Grove,7936.0,7690.0,2018,96.90020161290323,1600000US0629000
Gardena,2612.0,2542.0,2018,97.32006125574273,1600000US0628168
Georgetown,66.0,56.0,2018,84.84848484848484,1600000US0629350
Gerber,95.0,89.0,2018,93.6842105263158,1600000US0629392
Geyserville,44.0,40.0,2018,90.9090909090909,1600000US0629420
Gilroy,2626.0,2541.0,2018,96.76313785224676,1600000US0629504
Glen Ellen,39.0,37.0,2018,94.87179487179486,1600000US0630028
Glendale,5791.0,5606.0,2018,96.80538767052323,1600000US0630000
Glendora,2406.0,2343.0,2018,97.38154613466334,1600000US0630014
Gold River,215.0,208.0,2018,96.74418604651163,1600000US0630345
Goleta,1405.0,1346.0,2018,95.80071174377224,1600000US0630378
Gonzales,462.0,404.0,2018,87.44588744588745,1600000US0630392
Grand Terrace,810.0,796.0,2018,98.27160493827161,1600000US0630658
Granite Bay,673.0,653.0,2018,97.02823179791976,1600000US0630693
Grass Valley,1298.0,1226.0,2018,94.45300462249615,1600000US0630798
Greenfield,2038.0,2002.0,2018,98.23356231599607,1600000US0630987
Greenfield,2038.0,2002.0,2018,98.23356231599607,1600000US0630994
Grenada,60.0,56.0,2018,93.33333333333333,1600000US0631246
Gridley,559.0,540.0,2018,96.6010733452594,1600000US0631260
Groveland,44.0,39.0,2018,88.63636363636364,1600000US0631372
Grover Beach,312.0,300.0,2018,96.15384615384616,1600000US0631393
Guadalupe,374.0,368.0,2018,98.3957219251337,1600000US0631414
Guerneville,99.0,88.0,2018,88.88888888888889,1600000US0631470
Gustine,309.0,301.0,2018,97.41100323624595,1600000US0631568
Hacienda Heights,2414.0,2337.0,2018,96.8102734051367,1600000US0631596
Half Moon Bay,724.0,699.0,2018,96.54696132596685,1600000US0631708
Hamilton City,155.0,146.0,2018,94.19354838709677,1600000US0631890
Hanford,3085.0,2989.0,2018,96.88816855753647,1600000US0631960
Happy Camp,21.0,19.0,2018,90.47619047619048,1600000US0632030
Hawaiian Gardens,473.0,456.0,2018,96.40591966173362,1600000US0632506
Hawthorne,3429.0,3327.0,2018,97.02537182852143,1600000US0632548
Hayward,5943.0,5756.0,2018,96.85344102305234,1600000US0633000
Healdsburg,576.0,547.0,2018,94.96527777777779,1600000US0633056
Heber,528.0,518.0,2018,98.10606060606061,1600000US0633084
Hemet,4202.0,4083.0,2018,97.16801523084246,1600000US0633182
Herald,124.0,120.0,2018,96.7741935483871,1600000US0633294
Hercules,504.0,490.0,2018,97.22222222222221,1600000US0633308
Hermosa Beach,503.0,488.0,2018,97.01789264413519,1600000US0633364
Hesperia,4609.0,4500.0,2018,97.63506183553916,1600000US0633434
Hickman,211.0,180.0,2018,85.30805687203792,1600000US0633504
Highland,2279.0,2215.0,2018,97.19175076788065,1600000US0633588
Hillsborough,563.0,542.0,2018,96.26998223801066,1600000US0633798
Hilmar-Irwin,580.0,571.0,2018,98.44827586206897,1600000US0633861
Hollister,2264.0,2175.0,2018,96.06890459363959,1600000US0634120
Holtville,505.0,493.0,2018,97.62376237623762,1600000US0634246
Hoopa,90.0,86.0,2018,95.55555555555556,1600000US0634540
Hughson,391.0,385.0,2018,98.46547314578005,1600000US0634904
Huntington Beach,7636.0,7371.0,2018,96.5295966474594,1600000US0636000
Huntington Park,3860.0,3783.0,2018,98.00518134715026,1600000US0636056
Huron,370.0,362.0,2018,97.83783783783784,1600000US0636084
