county,enrollment,vaccinated,school_year,year,vac_pct,GEO.id,tot_pop,male,male_pct,female,female_pct,under_5,under_5_pct,5_9,5_9_pct,10_14,10_14_pct,15_19,15_19_pct,20_24,20_24_pct,25_34,25_34_pct,35_44,35_44_pct,45_54,45_54_pct,55_59,55_59_pct,60_64,60_64_pct,65_74,65_74_pct,75_84,75_84_pct,85_over,85_over_pct,median_age,median_age_pct,hispanic_latino,hispanic_latino_pct,mexican,mexican_pct,white,white_pct,black,black_pct,aian,aian_pct,asian,asian_pct,nhopi,nhopi_pct,other,other_pct,GEO.id2_y,median_income,insurance,insurance_pct,private_insure,private_insure_pct,public_insure,public_insure_pct,no_insurance,no_insurance_pct,hs_degree_pct,bachelor_degree_pct
San Luis Obispo,8519.0,7857.0,2012-2013,2013,92.22913487498533,0500000US06079,272094,139115,51.1,132979,48.9,13463,4.9,13513,5.0,14617,5.4,21923,8.1,28694,10.5,31933,11.7,29397,10.8,37601,13.8,20294,7.5,17675,6.5,22941,8.4,13379,4.9,6664,2.4,39.5,,57503,21.1,,,191906,70.5,5558,2.0,1050,0.4,9179,3.4,323,0.1,12712,4.7,6079,58697,227676,86.2,190278,72.1,74636,28.3,36385,13.8,89.6,31.5
San Mateo,30763.0,29543.0,2012-2013,2013,96.03419692487729,0500000US06081,729543,358960,49.2,370583,50.8,46175,6.3,46215,6.3,42139,5.8,41178,5.6,40545,5.6,101417,13.9,108875,14.9,110510,15.1,49044,6.7,42939,5.9,53317,7.3,31265,4.3,15924,2.2,39.3,,184742,25.3,,,305350,41.9,18486,2.5,998,0.1,182829,25.1,10374,1.4,50978,6.9,6081,88202,647044,89.3,551223,76.1,170725,23.6,77713,10.7,88.6,44.4
Santa Barbara,16868.0,15943.0,2012-2013,2013,94.51624377519565,0500000US06083,427288,214542,50.2,212746,49.8,27818,6.5,26451,6.2,26430,6.2,37253,8.7,45946,10.8,57100,13.4,49965,11.7,53897,12.6,24818,5.8,21432,5.0,28194,6.6,17957,4.2,10027,2.3,33.5,,184851,43.3,,,202598,47.4,7118,1.7,2101,0.5,20577,4.8,745,0.2,18067,4.2,6083,62779,342794,81.6,262641,62.5,124946,29.8,77128,18.4,79.1,31.3
Santa Clara,79740.0,76438.0,2012-2013,2013,95.85904188612993,0500000US06085,1812208,910196,50.2,902012,49.8,123460,6.8,125576,6.9,113788,6.3,114002,6.3,115177,6.4,273779,15.1,279970,15.4,265822,14.7,107597,5.9,86505,4.8,112625,6.2,65462,3.6,28445,1.6,36.4,,485593,26.8,,,628410,34.7,43760,2.4,4014,0.2,585369,32.3,5975,0.3,114370,6.4,6085,91702,1594517,88.5,1319370,73.2,417596,23.2,207996,11.5,86.5,46.5
Santa Cruz,9755.0,8706.0,2012-2013,2013,89.24654023577652,0500000US06087,264808,131850,49.8,132958,50.2,15122,5.7,14997,5.7,15329,5.8,22319,8.4,26383,10.0,32694,12.3,32872,12.4,37404,14.1,20055,7.6,16629,6.3,17495,6.6,8911,3.4,4598,1.7,36.9,,85703,32.4,,,156844,59.2,2488,0.9,733,0.3,10839,4.1,334,0.1,15491,5.9,6087,66519,224136,85.1,179441,68.1,69648,26.4,39209,14.9,84.9,37.0
Shasta,6268.0,5552.0,2012-2013,2013,88.57689853222719,0500000US06089,177966,87600,49.2,90366,50.8,10311,5.8,10738,6.0,11026,6.2,11943,6.7,11260,6.3,20479,11.5,19377,10.9,25543,14.4,13861,7.8,12093,6.8,17616,9.9,9557,5.4,4162,2.3,42.1,,15419,8.7,,,145932,82.0,1636,0.9,3790,2.1,4303,2.4,342,0.2,12997,7.300000000000001,6089,44651,148663,84.2,100192,56.7,74187,42.0,27918,15.8,88.4,18.8
Sierra,77.0,77.0,2012-2013,2013,100.0,0500000US06091,3127,1497,47.9,1630,52.1,112,3.6,155,5.0,149,4.8,177,5.7,63,2.0,201,6.4,468,15.0,464,14.8,392,12.5,298,9.5,419,13.4,158,5.1,71,2.3,51.3,,281,9.0,,,2727,87.2,18,0.6,35,1.1,2,0.1,14,0.4,100,3.2,6091,39009,2461,79.4,1738,56.1,1181,38.1,638,20.6,89.4,18.5
Siskiyou,1414.0,1236.0,2012-2013,2013,87.41159830268741,0500000US06093,44503,22219,49.9,22284,50.1,2383,5.4,2712,6.1,2394,5.4,2717,6.1,2166,4.9,4331,9.7,4487,10.1,6329,14.2,3747,8.4,4089,9.2,5296,11.9,2696,6.1,1156,2.6,47.1,,4799,10.8,,,35153,79.0,564,1.3,1178,2.6,610,1.4,114,0.3,4170,9.4,6093,37709,37616,85.1,24602,55.6,20612,46.6,6594,14.9,89.0,23.9
Solano,13849.0,13334.0,2012-2013,2013,96.28131995089898,0500000US06095,417258,208246,49.9,209012,50.1,26576,6.4,27467,6.6,28075,6.7,29452,7.1,30080,7.2,56416,13.5,53659,12.9,62708,15.0,28122,6.7,24931,6.0,28337,6.8,15429,3.7,6006,1.4,37.1,,102082,24.5,,,168938,40.5,57321,13.7,1494,0.4,59677,14.3,3546,0.8,47139,11.3,6095,67177,349109,87.1,278000,69.4,116795,29.2,51556,12.9,87.2,24.3
Sonoma,17109.0,15859.0,2012-2013,2013,92.69390379332515,0500000US06097,487469,239661,49.2,247808,50.8,27507,5.6,28878,5.9,29861,6.1,32443,6.7,32472,6.7,62104,12.7,60356,12.4,72037,14.8,36333,7.5,33918,7.0,39250,8.1,21158,4.3,11152,2.3,40.2,,122818,25.2,,,320511,65.8,6875,1.4,3641,0.7,19101,3.9,1540,0.3,24980,5.2,6097,63356,414703,85.9,334221,69.2,139397,28.9,68017,14.1,86.7,32.2
Stanislaus,23652.0,22583.0,2012-2013,2013,95.48029764924742,0500000US06099,518321,256551,49.5,261770,50.5,39601,7.6,37942,7.3,42883,8.3,41806,8.1,38375,7.4,71190,13.7,66494,12.8,68738,13.3,29559,5.7,24524,4.7,31592,6.1,17522,3.4,8095,1.6,33.0,,220267,42.5,,,238928,46.1,13305,2.6,2633,0.5,26349,5.1,3423,0.7,26060,4.9,6099,49297,423034,82.2,285597,55.5,182012,35.4,91838,17.8,76.4,16.4
Sutter,5092.0,4655.0,2012-2013,2013,91.4179104477612,0500000US06101,94787,47083,49.7,47704,50.3,6958,7.3,7762,8.2,6563,6.9,7115,7.5,6638,7.0,12626,13.3,11921,12.6,12499,13.2,5227,5.5,4981,5.3,6822,7.2,4229,4.5,1446,1.5,34.8,,27538,29.1,,,47206,49.8,1637,1.7,807,0.9,13396,14.1,303,0.3,7721,8.2,6101,50408,75728,81.1,50063,53.6,35284,37.8,17678,18.9,78.3,18.7
Tehama,2392.0,2262.0,2012-2013,2013,94.56521739130434,0500000US06103,63241,31435,49.7,31806,50.3,4269,6.8,4012,6.3,4578,7.2,4516,7.1,3702,5.9,7311,11.6,7192,11.4,8938,14.1,4477,7.1,3870,6.1,5901,9.3,3297,5.2,1178,1.9,39.9,,14226,22.5,,,45080,71.3,410,0.6,1082,1.7,726,1.1,58,0.1,3303,5.2,6103,41924,51927,83.1,32644,52.2,28424,45.5,10562,16.9,81.1,13.5
Trinity,265.0,219.0,2012-2013,2013,82.64150943396227,0500000US06105,13638,6968,51.1,6670,48.9,615,4.5,634,4.6,794,5.8,613,4.5,563,4.1,1326,9.7,1415,10.4,2116,15.5,1414,10.4,1238,9.1,1740,12.8,780,5.7,390,2.9,49.8,,957,7.0,,,11337,83.1,127,0.9,254,1.9,161,1.2,31,0.2,1504,11.100000000000001,6105,36890,10524,78.4,6080,45.3,6370,47.4,2906,21.6,91.3,21.3
Tulare,22211.0,21527.0,2012-2013,2013,96.92044482463645,0500000US06107,446644,224021,50.2,222623,49.8,41011,9.2,39373,8.8,39894,8.9,38214,8.6,33744,7.6,62616,14.0,55019,12.3,52280,11.7,22453,5.0,18738,4.2,24177,5.4,13407,3.0,5718,1.3,29.9,,273533,61.2,,,142669,31.9,5765,1.3,3048,0.7,14264,3.2,412,0.1,13491,3.1,6107,42708,347361,78.5,196986,44.5,183212,41.4,94972,21.5,68.0,13.3
Tuolumne,1398.0,1176.0,2012-2013,2013,84.12017167381974,0500000US06109,54728,28793,52.6,25935,47.4,2283,4.2,2784,5.1,2492,4.6,3228,5.9,2913,5.3,6110,11.2,5635,10.3,8194,15.0,4776,8.7,4649,8.5,6535,11.9,3743,6.8,1386,2.5,48.0,,5982,10.9,,,44507,81.3,1122,2.1,728,1.3,572,1.0,105,0.2,3081,5.6,6109,48426,45086,88.1,33199,64.8,22854,44.6,6115,11.9,89.1,19.5
Ventura,34907.0,32709.0,2012-2013,2013,93.70326868536397,0500000US06111,829017,411721,49.7,417296,50.3,54849,6.6,57364,6.9,59078,7.1,62605,7.6,58182,7.0,106715,12.9,109508,13.2,122299,14.8,52939,6.4,44127,5.3,55211,6.7,31402,3.8,14738,1.8,36.6,,337773,40.7,,,398921,48.1,13336,1.6,2072,0.2,55723,6.7,1142,0.1,39263,4.7,6111,76544,687625,83.8,551410,67.2,213572,26.0,133042,16.2,82.8,31.4
Yolo,7544.0,7205.0,2012-2013,2013,95.50636267232238,0500000US06113,202288,98679,48.8,103609,51.2,12225,6.0,12867,6.4,12119,6.0,18732,9.3,28737,14.2,27770,13.7,23820,11.8,24640,12.2,10952,5.4,9622,4.8,11418,5.6,6368,3.1,3018,1.5,30.7,,62047,30.7,,,99870,49.4,4534,2.2,1098,0.5,25654,12.7,1029,0.5,15572,7.7,6113,55918,174273,86.8,141573,70.5,49995,24.9,26428,13.2,84.3,37.9
Yuba,3203.0,2915.0,2012-2013,2013,91.00842959725257,0500000US06115,72574,36942,50.9,35632,49.1,6210,8.6,5952,8.2,5486,7.6,5213,7.2,5556,7.7,10839,14.9,8652,11.9,9292,12.8,3909,5.4,3909,5.4,4388,6.0,2333,3.2,835,1.2,31.9,,18692,25.8,,,42013,57.9,2173,3.0,742,1.0,5218,7.2,242,0.3,6573,9.0,6115,44902,58395,83.4,35086,50.1,30662,43.8,11631,16.6,79.0,13.7
Alameda,59565.0,56333.0,2013-2014,2014,94.57399479560145,0500000US06001,1559308,763965,49.0,795343,51.0,97537,6.3,95681,6.1,92804,6.0,96814,6.2,109497,7.0,240451,15.4,232433,14.9,224438,14.4,99146,6.4,86321,5.5,103202,6.6,54135,3.5,26849,1.7,36.9,,352500,22.6,,,519375,33.3,179984,11.5,4688,0.3,421451,27.0,12502,0.8,133229,8.5,6001,73775,1364761,88.2,1084523,70.1,413231,26.7,182223,11.8,86.7,42.1
Alpine,12.0,10.0,2013-2014,2014,83.33333333333334,0500000US06003,1202,665,55.3,537,44.7,27,2.2,79,6.6,60,5.0,102,8.5,92,7.7,120,10.0,150,12.5,161,13.4,113,9.4,73,6.1,127,10.6,85,7.1,13,1.1,43.6,,86,7.2,,,830,69.1,11,0.9,208,17.3,12,1.0,14,1.2,82,6.8,6003,61343,935,77.8,628,52.2,443,36.9,267,22.2,91.4,30.5
Amador,840.0,721.0,2013-2014,2014,85.83333333333333,0500000US06005,37159,19966,53.7,17193,46.3,1284,3.5,1763,4.7,1667,4.5,2034,5.5,1678,4.5,3294,8.9,4243,11.4,5970,16.1,3287,8.8,3476,9.4,4987,13.4,2476,6.7,1000,2.7,49.6,,4724,12.7,,,29696,79.9,781,2.1,643,1.7,482,1.3,80,0.2,1504,4.0,6005,52964,29479,89.3,22654,68.6,14316,43.4,3539,10.7,88.4,20.5
Butte,8651.0,7761.0,2013-2014,2014,89.71217200323662,0500000US06007,221578,109745,49.5,111833,50.5,12178,5.5,12500,5.6,12727,5.7,16301,7.4,26049,11.8,26502,12.0,23064,10.4,27080,12.2,14747,6.7,14720,6.6,19065,8.6,11212,5.1,5433,2.5,36.9,,32968,14.9,,,164509,74.2,2996,1.4,1649,0.7,9298,4.2,338,0.2,19520,8.899999999999999,6007,43165,186749,85.1,128382,58.5,88760,40.5,32677,14.9,88.0,25.0
Calaveras,1166.0,1005.0,2013-2014,2014,86.19210977701543,0500000US06009,44921,22257,49.5,22664,50.5,1847,4.1,2338,5.2,2389,5.3,2743,6.1,1981,4.4,3548,7.9,4276,9.5,6928,15.4,4123,9.2,4285,9.5,6539,14.6,2811,6.3,1113,2.5,50.3,,4901,10.9,,,37234,82.9,280,0.6,324,0.7,513,1.1,131,0.3,3076,6.8,6009,54936,39604,89.0,30441,68.4,17953,40.4,4877,11.0,92.5,21.1
Colusa,1006.0,993.0,2013-2014,2014,98.70775347912524,0500000US06011,21424,11156,52.1,10268,47.9,1731,8.1,1774,8.3,1593,7.4,1687,7.9,1395,6.5,2727,12.7,2660,12.4,2770,12.9,1275,6.0,1133,5.3,1452,6.8,991,4.6,236,1.1,34.1,,12155,56.7,,,8184,38.2,180,0.8,274,1.3,283,1.3,19,0.1,658,3.0,6011,50503,16869,79.5,10268,48.4,8616,40.6,4351,20.5,68.7,14.3
Contra Costa,44109.0,42342.0,2013-2014,2014,95.99401482690607,0500000US06013,1081232,527174,48.8,554058,51.2,65548,6.1,74534,6.9,73803,6.8,73189,6.8,65052,6.0,134277,12.4,148692,13.8,164788,15.2,73239,6.8,63686,5.9,81499,7.5,42245,3.9,20680,1.9,38.7,,267859,24.8,,,503515,46.6,93141,8.6,3002,0.3,159608,14.8,4809,0.4,95445,8.899999999999999,6013,79799,955467,88.8,788386,73.3,287258,26.7,120043,11.2,88.9,39.4
Del Norte,804.0,718.0,2013-2014,2014,89.30348258706468,0500000US06015,28066,15563,55.5,12503,44.5,1787,6.4,1595,5.7,1538,5.5,1834,6.5,1962,7.0,3772,13.4,3217,11.5,4415,15.7,1985,7.1,1809,6.4,2515,9.0,1122,4.0,515,1.8,39.2,,5231,18.6,,,17906,63.8,991,3.5,1232,4.4,594,2.1,46,0.2,4097,14.6,6015,39302,21343,87.0,12617,51.4,12229,49.8,3189,13.0,82.0,16.0
El Dorado,6322.0,5570.0,2013-2014,2014,88.10503005378045,0500000US06017,181465,90744,50.0,90721,50.0,8634,4.8,11200,6.2,11736,6.5,12172,6.7,9885,5.4,17349,9.6,20927,11.5,30246,16.7,15692,8.6,14058,7.7,17746,9.8,8319,4.6,3501,1.9,44.4,,22411,12.4,,,143978,79.3,1533,0.8,1160,0.6,6780,3.7,191,0.1,10748,5.9,6017,68507,162690,90.2,134698,74.7,54234,30.1,17702,9.8,92.6,32.1
Fresno,44930.0,43031.0,2013-2014,2014,95.77342532828845,0500000US06019,948844,473427,49.9,475417,50.1,79613,8.4,78352,8.3,73801,7.8,75832,8.0,78538,8.3,137867,14.5,115496,12.2,114615,12.1,50041,5.3,44125,4.7,55379,5.8,30364,3.2,14821,1.6,31.2,,485914,51.2,,,300279,31.6,45398,4.8,4635,0.5,90465,9.5,1291,0.1,39962,4.2,6019,45201,764281,81.5,459151,49.0,386910,41.3,173241,18.5,73.2,19.5
Glenn,1167.0,1139.0,2013-2014,2014,97.6006855184233,0500000US06021,28019,14204,50.7,13815,49.3,2028,7.2,1897,6.8,2383,8.5,2105,7.5,1810,6.5,3364,12.0,3221,11.5,3820,13.6,1649,5.9,1843,6.6,2170,7.7,1242,4.4,487,1.7,36.7,,10906,38.9,,,15244,54.4,217,0.8,497,1.8,658,2.3,77,0.3,818,3.0,6021,40106,22307,80.5,14525,52.4,11026,39.8,5403,19.5,75.3,15.7
Humboldt,4350.0,3444.0,2013-2014,2014,79.17241379310344,0500000US06023,134876,67533,50.1,67343,49.9,7417,5.5,7600,5.6,6950,5.2,9437,7.0,12586,9.3,19260,14.3,15626,11.6,17125,12.7,10723,8.0,9076,6.7,10968,8.1,5661,4.2,2447,1.8,37.4,,13940,10.3,,,102908,76.3,1581,1.2,6849,5.1,3053,2.3,422,0.3,11967,8.8,6023,42153,108553,81.2,74179,55.5,51058,38.2,25205,18.8,90.3,27.5
Imperial,8463.0,8322.0,2013-2014,2014,98.33392414037576,0500000US06025,177026,90736,51.3,86290,48.7,14348,8.1,14483,8.2,13411,7.6,14252,8.1,14544,8.2,24461,13.8,22110,12.5,21958,12.4,10197,5.8,7441,4.2,10648,6.0,6690,3.8,2483,1.4,31.9,,144090,81.4,,,22957,13.0,4802,2.7,1289,0.7,2385,1.3,92,0.1,2707,1.5999999999999999,6025,41772,133939,80.3,75517,45.3,68577,41.1,32873,19.7,65.2,13.4
Inyo,593.0,572.0,2013-2014,2014,96.45868465430016,0500000US06027,18439,9268,50.3,9171,49.7,1103,6.0,969,5.3,1073,5.8,1112,6.0,922,5.0,2018,10.9,1984,10.8,2520,13.7,1371,7.4,1708,9.3,1890,10.3,1109,6.0,660,3.6,45.3,,3730,20.2,,,11951,64.8,192,1.0,1937,10.5,240,1.3,35,0.2,636,3.4,6027,45625,15613,86.4,11341,62.8,7203,39.9,2454,13.6,88.2,21.4
Kern,39567.0,37613.0,2013-2014,2014,95.06154118330933,0500000US06029,857730,440712,51.4,417018,48.6,73020,8.5,72006,8.4,68019,7.9,68543,8.0,69665,8.1,126485,14.7,108931,12.7,107100,12.5,44897,5.2,38267,4.5,47523,5.5,24836,2.9,8438,1.0,31.0,,432370,50.4,,,319419,37.2,45563,5.3,5496,0.6,36612,4.3,915,0.1,33557,3.9000000000000004,6029,48574,674526,81.5,426042,51.5,313730,37.9,153226,18.5,73.0,15.2
Kings,6718.0,6539.0,2013-2014,2014,97.33551652277464,0500000US06031,151390,84233,55.6,67157,44.4,12396,8.2,12060,8.0,10808,7.1,10938,7.2,13270,8.8,25001,16.5,21185,14.0,19499,12.9,7682,5.1,5710,3.8,7428,4.9,3899,2.6,1514,1.0,31.2,,78911,52.1,,,52180,34.5,9412,6.2,1141,0.8,5285,3.5,325,0.2,7899,5.2,6031,47341,108557,82.7,72750,55.4,46306,35.3,22682,17.3,70.9,12.5
Lake,2075.0,1860.0,2013-2014,2014,89.63855421686748,0500000US06033,64209,32299,50.3,31910,49.7,3597,5.6,3621,5.6,3581,5.6,3979,6.2,3460,5.4,6721,10.5,6916,10.8,9211,14.3,5370,8.4,5592,8.7,7148,11.1,3497,5.4,1516,2.4,45.2,,11601,18.1,,,46876,73.0,1430,2.2,1861,2.9,762,1.2,139,0.2,2945,4.6000000000000005,6033,35997,51614,81.2,30065,47.3,30466,47.9,11930,18.8,84.8,16.2
Lassen,958.0,837.0,2013-2014,2014,87.36951983298539,0500000US06035,33356,22357,67.0,10999,33.0,1282,3.8,1146,3.4,1584,4.7,1768,5.3,3312,9.9,6577,19.7,5002,15.0,5019,15.0,2201,6.6,1837,5.5,2097,6.3,1120,3.4,411,1.2,37.3,,6040,18.1,,,22024,66.0,2852,8.6,960,2.9,485,1.5,218,0.7,1451,4.3,6035,53351,20251,88.9,14852,65.2,8421,36.9,2541,11.1,79.4,12.9
Los Angeles,374819.0,352408.0,2013-2014,2014,94.02084739567631,0500000US06037,9974203,4913688,49.3,5060515,50.7,644638,6.5,629141,6.3,651107,6.5,714751,7.2,776820,7.8,1522133,15.3,1419395,14.2,1379750,13.8,596246,6.0,490329,4.9,628108,6.3,356889,3.6,164896,1.7,35.3,,4800491,48.1,,,2711665,27.2,802132,8.0,18207,0.2,1377333,13.8,23921,0.2,456101,4.6000000000000005,6037,55870,7838038,79.1,5362287,54.1,3081399,31.1,2064765,20.9,76.8,29.9
Madera,6872.0,6599.0,2013-2014,2014,96.02735739231665,0500000US06039,152452,73450,48.2,79002,51.8,11788,7.7,12307,8.1,11580,7.6,11621,7.6,11265,7.4,20936,13.7,19249,12.6,18725,12.3,8872,5.8,7684,5.0,10728,7.0,5721,3.8,1976,1.3,33.3,,84009,55.1,,,56174,36.8,4927,3.2,1661,1.1,3008,2.0,212,0.1,4616,3.0,6039,45490,116837,81.0,65954,45.7,65062,45.1,27479,19.0,69.5,13.5
Marin,11026.0,10100.0,2013-2014,2014,91.60166878287683,0500000US06041,256802,125838,49.0,130964,51.0,13253,5.2,15543,6.1,15401,6.0,13543,5.3,10472,4.1,24399,9.5,35307,13.7,41766,16.3,20626,8.0,19854,7.7,26647,10.4,13531,5.3,6460,2.5,45.1,,40414,15.7,,,185603,72.3,6459,2.5,412,0.2,14464,5.6,537,0.2,16575,6.5,6041,91529,230200,91.7,196830,78.4,69238,27.6,20866,8.3,92.5,54.8
Mariposa,334.0,263.0,2013-2014,2014,78.74251497005989,0500000US06043,17946,9050,50.4,8896,49.6,697,3.9,876,4.9,905,5.0,974,5.4,854,4.8,1780,9.9,1630,9.1,2806,15.6,1719,9.6,1498,8.3,2540,14.2,1369,7.6,298,1.7,50.2,,1729,9.6,,,14790,82.4,155,0.9,451,2.5,232,1.3,74,0.4,1030,5.8,6043,50560,15981,89.8,12043,67.7,7309,41.1,1809,10.2,89.0,22.4
Mendocino,3149.0,2633.0,2013-2014,2014,83.61384566529057,0500000US06045,87612,43979,50.2,43633,49.8,5153,5.9,5454,6.2,5231,6.0,5516,6.3,5142,5.9,10030,11.4,10255,11.7,11520,13.1,6979,8.0,7214,8.2,8976,10.2,4249,4.8,1893,2.2,42.0,,20332,23.2,,,58871,67.2,631,0.7,3093,3.5,1560,1.8,184,0.2,5550,6.4,6045,43290,72506,83.6,42337,48.8,40828,47.1,14198,16.4,85.9,22.5
Merced,11916.0,11540.0,2013-2014,2014,96.8445787176905,0500000US06047,261609,131899,50.4,129710,49.6,21710,8.3,21718,8.3,22923,8.8,23477,9.0,21489,8.2,36376,13.9,32374,12.4,31238,11.9,13972,5.3,10217,3.9,14680,5.6,8314,3.2,3121,1.2,30.2,,147270,56.3,,,79818,30.5,8676,3.3,922,0.4,19477,7.4,519,0.2,9239,3.4000000000000004,6047,43066,212919,82.3,124933,48.3,108468,41.9,45708,17.7,68.0,13.0
Modoc,356.0,309.0,2013-2014,2014,86.79775280898876,0500000US06049,9335,4727,50.6,4608,49.4,474,5.1,443,4.7,664,7.1,577,6.2,402,4.3,912,9.8,893,9.6,1419,15.2,786,8.4,788,8.4,1173,12.6,562,6.0,242,2.6,47.1,,1345,14.4,,,7301,78.2,108,1.2,220,2.4,38,0.4,0,0.0,646,7.0,6049,38560,7501,83.1,4578,50.7,4397,48.7,1528,16.9,86.6,18.5
Mono,352.0,321.0,2013-2014,2014,91.19318181818183,0500000US06051,14193,7520,53.0,6673,47.0,842,5.9,731,5.2,841,5.9,932,6.6,1167,8.2,2023,14.3,1868,13.2,2148,15.1,1136,8.0,903,6.4,1082,7.6,350,2.5,170,1.2,37.2,,3843,27.1,,,9519,67.1,47,0.3,348,2.5,116,0.8,132,0.9,376,2.6,6051,61814,10900,77.2,8603,61.0,3635,25.8,3212,22.8,84.3,33.3
Monterey,19043.0,18155.0,2013-2014,2014,95.33686919077876,0500000US06053,424927,218060,51.3,206867,48.7,33266,7.8,31755,7.5,29842,7.0,31010,7.3,33220,7.8,63580,15.0,55598,13.1,53115,12.5,23613,5.6,22033,5.2,25851,6.1,14643,3.4,7401,1.7,33.3,,239901,56.5,,,135763,31.9,10907,2.6,1251,0.3,25653,6.0,2049,0.5,18361,4.300000000000001,6053,58582,321433,79.1,226408,55.7,133366,32.8,85128,20.9,71.2,23.1
Napa,5427.0,5158.0,2013-2014,2014,95.04330200847613,0500000US06055,139253,69301,49.8,69952,50.2,7885,5.7,8113,5.8,9491,6.8,9196,6.6,9028,6.5,17078,12.3,17750,12.7,19690,14.1,9568,6.9,9183,6.6,11953,8.6,6642,4.8,3676,2.6,40.3,,45937,33.0,,,76531,55.0,2853,2.0,344,0.2,10201,7.3,346,0.2,5860,4.2,6055,70925,118192,86.1,98149,71.5,38617,28.1,19102,13.9,82.8,31.9
Nevada,2620.0,2046.0,2013-2014,2014,78.09160305343511,0500000US06057,98606,48812,49.5,49794,50.5,4185,4.2,4960,5.0,5334,5.4,5741,5.8,4775,4.8,9469,9.6,10324,10.5,14384,14.6,8909,9.0,9424,9.6,12232,12.4,5942,6.0,2927,3.0,48.8,,8751,8.9,,,84772,86.0,344,0.3,948,1.0,1446,1.5,151,0.2,4318,4.5,6057,56949,83538,85.5,65734,67.3,36011,36.9,14156,14.5,94.3,32.8
Orange,129200.0,121091.0,2013-2014,2014,93.72368421052632,0500000US06059,3086331,1525071,49.4,1561260,50.6,191910,6.2,198002,6.4,208157,6.7,218356,7.1,226171,7.3,428055,13.9,433257,14.0,452475,14.7,190763,6.2,157023,5.1,210057,6.8,117928,3.8,54177,1.8,36.7,,1050771,34.0,,,1323581,42.9,47072,1.5,6264,0.2,569625,18.5,8735,0.3,155383,5.0,6059,75998,2576285,83.9,1994162,65.0,802775,26.2,492871,16.1,84.0,37.3
Placer,14660.0,13200.0,2013-2014,2014,90.04092769440655,0500000US06061,361518,176490,48.8,185028,51.2,20431,5.7,24609,6.8,24599,6.8,24389,6.7,19691,5.4,40274,11.1,47085,13.0,53520,14.8,24356,6.7,22559,6.2,33279,9.2,18936,5.2,7790,2.2,40.7,,47800,13.2,,,270962,75.0,4504,1.2,1681,0.5,22855,6.3,574,0.2,25797,7.1,6061,73747,324022,90.3,281866,78.5,94256,26.3,34833,9.7,94.0,35.7
Plumas,400.0,320.0,2013-2014,2014,80.0,0500000US06063,19286,9754,50.6,9532,49.4,918,4.8,1094,5.7,731,3.8,1058,5.5,842,4.4,1815,9.4,1859,9.6,2780,14.4,2017,10.5,1705,8.8,2767,14.3,1244,6.5,456,2.4,50.6,,1594,8.3,,,16295,84.5,135,0.7,454,2.4,198,1.0,160,0.8,900,4.6,6063,48032,16220,84.8,11609,60.7,8294,43.4,2898,15.2,89.8,22.7
Riverside,88513.0,84466.0,2013-2014,2014,95.42779026809622,0500000US06065,2266899,1127924,49.8,1138975,50.2,160031,7.1,169757,7.5,176189,7.8,181936,8.0,168163,7.4,299594,13.2,295809,13.0,299273,13.2,124792,5.5,108667,4.8,156869,6.9,90943,4.0,34876,1.5,34.2,,1055027,46.5,,,868743,38.3,133798,5.9,10236,0.5,134734,5.9,6160,0.3,112591,5.0,6065,56592,1812992,80.8,1262007,56.2,735197,32.8,430893,19.2,79.8,20.8
Sacramento,53002.0,48320.0,2013-2014,2014,91.16637108033659,0500000US06067,1450277,709679,48.9,740598,51.1,99593,6.9,99134,6.8,100539,6.9,99410,6.9,105828,7.3,215070,14.8,191102,13.2,198792,13.7,90595,6.2,76538,5.3,94982,6.5,54114,3.7,24580,1.7,35.3,,319934,22.1,,,686482,47.3,140377,9.7,6878,0.5,211277,14.6,13978,1.0,138291,9.5,6067,55615,1235852,86.3,901267,62.9,482787,33.7,196622,13.7,86.2,28.2
San Benito,2459.0,2384.0,2013-2014,2014,96.9499796665311,0500000US06069,56888,28428,50.0,28460,50.0,3998,7.0,4300,7.6,4671,8.2,4463,7.8,3820,6.7,7307,12.8,7470,13.1,8433,14.8,3506,6.2,2968,5.2,3425,6.0,1742,3.1,785,1.4,34.8,,32657,57.4,,,21125,37.1,483,0.8,246,0.4,1108,1.9,71,0.1,2373,4.2,6069,67874,48306,85.2,36586,64.5,16477,29.1,8395,14.8,77.9,19.0
San Bernardino,85563.0,81831.0,2013-2014,2014,95.63830160232811,0500000US06071,2078586,1033761,49.7,1044825,50.3,156422,7.5,157395,7.6,165725,8.0,171239,8.2,170833,8.2,295188,14.2,272621,13.1,275825,13.3,118881,5.7,94695,4.6,117108,5.6,59512,2.9,23142,1.1,32.2,,1050173,50.5,,,660447,31.8,170307,8.2,7479,0.4,133270,6.4,6465,0.3,96089,4.6000000000000005,6071,54100,1649142,80.9,1103156,54.1,673836,33.1,388674,19.1,78.3,18.8
San Diego,126459.0,118957.0,2013-2014,2014,94.06764247700836,0500000US06073,3183143,1598266,50.2,1584877,49.8,209009,6.6,198586,6.2,195503,6.1,217680,6.8,274231,8.6,499034,15.7,424750,13.3,428521,13.5,190516,6.0,163134,5.1,205617,6.5,118194,3.7,58368,1.8,34.9,,1039752,32.7,,,1510851,47.5,150600,4.7,11620,0.4,351811,11.1,13400,0.4,205539,6.4,6073,63996,2594143,84.1,2048930,66.5,819220,26.6,488789,15.9,85.8,35.1
