FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,STATE,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
126755,SAN JOAQUIN,PUBLIC,STOCKTON,CA,"HUMPHREYS COLLEGE ACADEMY OF BUSINESS, LAW AND EDUCATION",80,78,98,7th grade,Y
6042501,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ADAMS ELEMENTARY,62,60,98,7th grade,Y
111369,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ALEXANDER HAMILTON ELEMENTARY,95,93,98,7th grade,Y
6042519,SAN JOAQUIN,PUBLIC,STOCKTON,CA,AUGUST ELEMENTARY,60,58,98,7th grade,Y
6042535,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CLEVELAND ELEMENTARY,95,93,98,7th grade,Y
6118871,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DOLORES HUERTA ELEMENTARY,62,60,98,7th grade,Y
6042543,SAN JOAQUIN,PUBLIC,STOCKTON,CA,EL DORADO ELEMENTARY,58,56,98,7th grade,Y
6042550,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ELMWOOD ELEMENTARY,97,95,98,7th grade,Y
6042576,SAN JOAQUIN,PUBLIC,STOCKTON,CA,FILLMORE ELEMENTARY,94,92,98,7th grade,Y
100206,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE W. BUSH ELEMENTARY,95,93,98,7th grade,Y
6042618,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HARRISON ELEMENTARY,90,88,98,7th grade,Y
6042626,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HAZELTON ELEMENTARY,90,88,98,7th grade,Y
6042634,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HOOVER ELEMENTARY,62,60,98,7th grade,Y
111310,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN MARSHALL ELEMENTARY,62,60,98,7th grade,Y
6042667,SAN JOAQUIN,PUBLIC,STOCKTON,CA,KENNEDY ELEMENTARY,72,70,98,7th grade,Y
6042568,SAN JOAQUIN,PUBLIC,STOCKTON,CA,KING ELEMENTARY,95,93,98,7th grade,Y
6042683,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MADISON ELEMENTARY,78,76,98,7th grade,Y
111328,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MAXINE HONG KINGSTON ELEMENTARY,93,91,98,7th grade,Y
6042691,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MCKINLEY ELEMENTARY,93,91,98,7th grade,Y
6042709,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MONROE ELEMENTARY,55,53,98,7th grade,Y
6042717,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MONTEZUMA ELEMENTARY,69,67,98,7th grade,Y
111336,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PITTMAN CHARTER,53,51,98,7th grade,Y
6042741,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PULLIAM ELEMENTARY,71,69,98,7th grade,Y
6042758,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ROOSEVELT ELEMENTARY,66,64,98,7th grade,Y
120733,SAN JOAQUIN,PUBLIC,STOCKTON,CA,STOCKTON COLLEGIATE INTERNATIONAL SECONDARY,90,88,98,7th grade,Y
6042782,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TYLER SKILLS ELEMENTARY,59,57,98,7th grade,Y
115303,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VALENTINE PEYTON ELEMENTARY,67,65,98,7th grade,Y
6042790,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VAN BUREN ELEMENTARY,58,56,98,7th grade,Y
6042808,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VICTORY ELEMENTARY,64,62,98,7th grade,Y
6042535,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CLEVELAND ELEMENTARY,102,100,98,kindergarten,Y
111344,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WILHELMINA HENRY ELEMENTARY,102,100,98,kindergarten,Y
6095210,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MABLE BARRON,103,101,98,kindergarten,Y
6104038,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CREEKSIDE ELEMENTARY,111,109,98,kindergarten,Y
6042717,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MONTEZUMA ELEMENTARY,120,117,98,kindergarten,Y
111286,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE LINCOLN MOSHER,121,118,98,kindergarten,Y
111328,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MAXINE HONG KINGSTON ELEMENTARY,145,142,98,kindergarten,Y
393620684,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOAN RICHARDS LEARNING VILLAGE,183,179,98,childcare,Y
102657,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CHRISTA MCAULIFFE MIDDLE,374,365,98,7th grade,Y
6116115,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SAN JOAQUIN ELEMENTARY,80,78,98,kindergarten,Y
102632,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ANSEL ADAMS,101,99,98,kindergarten,Y
3930476,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VENTURE ACADEMY,101,99,98,7th grade,Y
6041909,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN R. WILLIAMS,112,109,97,kindergarten,Y
393609673,SAN JOAQUIN,PUBLIC,STOCKTON,CA,RUTHIE KEENER EARLY CARE AND LEARNING CENTER,68,66,97,childcare,Y
6042626,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HAZELTON ELEMENTARY,68,66,97,kindergarten,Y
118752,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SPANOS (ALEX G.) ELEMENTARY,71,69,97,kindergarten,Y
6041917,SAN JOAQUIN,PUBLIC,STOCKTON,CA,LINCOLN ELEMENTARY,74,72,97,kindergarten,Y
6105738,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DON RIGGIO,77,75,97,kindergarten,Y
393612197,SAN JOAQUIN,PUBLIC,STOCKTON,CA,LINCOLN ELEMENTARY PRESCHOOL,88,85,97,childcare,Y
6042519,SAN JOAQUIN,PUBLIC,STOCKTON,CA,AUGUST ELEMENTARY,91,88,97,kindergarten,Y
6120505,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE Y. KOMURE ELEMENTARY,100,97,97,kindergarten,Y
100206,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE W. BUSH ELEMENTARY,130,125,96,kindergarten,Y
6042824,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WILSON ELEMENTARY,68,65,96,kindergarten,Y
393607283,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ADAMS ELEMENTARY SCHOOL,72,69,96,childcare,Y
6041933,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TULLY C. KNOLES,74,71,96,kindergarten,Y
390317674,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TAYLOR SCHOOL,77,74,96,childcare,Y
390317570,SAN JOAQUIN,PUBLIC,STOCKTON,CA,AUGUST ELEMENTARY SCHOOL,38,36,95,childcare,Y
393621283,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CAPC . BABY STEPS 2,27,25,95,childcare,Y
393620801,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CAPC . SIERRA VISTA,29,27,95,childcare,Y
393610932,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CAPC.CENTRAL 1,42,39,95,childcare,Y
393620664,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CASA DE EXPERANZA (PS),31,29,95,childcare,Y
6104426,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CLAIRMONT ELEMENTARY,41,38,95,childcare,Y
393605420,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CREEKSIDE STATE PRESCHOOL,38,36,95,childcare,Y
393621115,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DIAMOND COVE II . SUSD HEAD START,33,31,95,childcare,Y
393614184,SAN JOAQUIN,PUBLIC,STOCKTON,CA,FILLMORE ELEMENTARY,45,42,95,childcare,Y
393620341,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE W. BUSH ELEMENTARY SCHOOL (PS),46,43,95,childcare,Y
393621112,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GLEASON PARK . SUSD HEAD START,34,32,95,childcare,Y
390317608,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GRUNSKY ELEMENTARY SCHOOL,47,44,95,childcare,Y
390317630,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HAZELTON ELEMENTARY SCHOOL,49,46,95,childcare,Y
393616423,SAN JOAQUIN,PUBLIC,STOCKTON,CA,HENRY ELEMENTARY,49,46,95,childcare,Y
393610819,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN R. WILLIAMS PRESCHOOL,42,39,95,childcare,Y
393621947,SAN JOAQUIN,PUBLIC,STOCKTON,CA,LINCOLN UNIFIED SCHOOL DISTRICT.CLAUDIA LANDEEN,44,41,95,childcare,Y
393608171,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MADISON ELEMENTARY STATE PRESCHOOL,36,34,95,childcare,Y
393615675,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MAXINE HONG KINGSTON ELEMENTARY,48,45,95,childcare,Y
393607795,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MERLO PRESCHOOL,21,19,95,childcare,Y
390319156,SAN JOAQUIN,PUBLIC,STOCKTON,CA,OAKWOOD STATE PRESCHOOL,33,31,95,childcare,Y
393617273,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PITTMAN ELEMENTARY,41,38,95,childcare,Y
390317664,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PULLIAM SCHOOL,44,41,95,childcare,Y
390317666,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ROOSEVELT ELEMENTARY SCHOOL,43,40,95,childcare,Y
393621612,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SCRIBBLES AND GIGGLES PS,23,21,95,childcare,Y
393611181,SAN JOAQUIN,PUBLIC,STOCKTON,CA,STOCKTON UNIFIED SCHOOL DISTRICT.WILSON STATE,41,38,95,childcare,Y
393620851,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SUSD CLEVELAND ELEMENTARY SCH PS,29,27,95,childcare,Y
393600031,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TYLER SCHOOL,44,41,95,childcare,Y
393621291,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VAN BUREN ELEMENTARY SCHOOL,20,19,95,childcare,Y
6108807,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WAGNER.HOLT ELEMENTARY,21,19,95,childcare,Y
393611762,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WAGNER.HOLT STATE PRESCHOOL,39,37,95,childcare,Y
393621114,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WESTGATE . SUSD HEAD START,29,27,95,childcare,Y
6041891,SAN JOAQUIN,PUBLIC,STOCKTON,CA,COLONIAL HEIGHTS,49,46,95,kindergarten,Y
132415,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN MCCANDLESS CHARTER,44,41,95,kindergarten,Y
6042006,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WAVERLY ELEMENTARY,26,24,95,kindergarten,Y
6110944,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SUTHERLAND ELEMENTARY,48,45,95,kindergarten,Y
132050,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DELTA BRIDGES CHARTER,42,39,95,kindergarten,Y
126755,SAN JOAQUIN,PUBLIC,STOCKTON,CA,"HUMPHREYS COLLEGE ACADEMY OF BUSINESS, LAW AND EDUCATION",44,41,95,kindergarten,Y
3930476,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VENTURE ACADEMY,33,31,95,kindergarten,Y
6042501,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ADAMS ELEMENTARY,45,42,95,kindergarten,Y
6118871,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DOLORES HUERTA ELEMENTARY,48,45,95,kindergarten,Y
6104665,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE WASHINGTON ELEMENTARY,23,21,95,kindergarten,Y
6098677,SAN JOAQUIN,PUBLIC,STOCKTON,CA,KOHL OPEN ELEMENTARY,23,21,95,kindergarten,Y
6042758,SAN JOAQUIN,PUBLIC,STOCKTON,CA,ROOSEVELT ELEMENTARY,48,45,95,kindergarten,Y
6042808,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VICTORY ELEMENTARY,49,46,95,kindergarten,Y
6041966,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GLENWOOD ELEMENTARY,34,32,95,7th grade,Y
6042006,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WAVERLY ELEMENTARY,37,35,95,7th grade,Y
3932654,SAN JOAQUIN,PUBLIC,STOCKTON,CA,FRANKLIN HIGH,45,42,95,7th grade,Y
6104665,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GEORGE WASHINGTON ELEMENTARY,30,28,95,7th grade,Y
6098677,SAN JOAQUIN,PUBLIC,STOCKTON,CA,KOHL OPEN ELEMENTARY,26,24,95,7th grade,Y
6042725,SAN JOAQUIN,PUBLIC,STOCKTON,CA,NIGHTINGALE CHARTER,48,45,95,7th grade,Y
118752,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SPANOS (ALEX G.) ELEMENTARY,29,27,95,7th grade,Y
6042766,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TAFT ELEMENTARY,39,37,95,7th grade,Y
6042774,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TAYLOR LEADERSHIP ACADEMY,30,28,95,7th grade,Y
6042824,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WILSON ELEMENTARY,30,28,95,7th grade,Y
393621652,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CREATIVE CHILD CARE . COUNTRY CLUB,56,53,95,childcare,Y
393601452,SAN JOAQUIN,PUBLIC,STOCKTON,CA,"CREATIVE CHILD CARE, INC. . CONWAY",74,70,95,childcare,Y
6104020,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CLAUDIA LANDEEN,80,76,95,kindergarten,Y
393604402,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TULLY C. KNOLES PRESCHOOL,88,84,95,childcare,Y
108217,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MANLIO SILVA ELEMENTARY,104,99,95,kindergarten,Y
6041784,SAN JOAQUIN,PUBLIC,STOCKTON,CA,COLLEGEVILLE ELEMENTARY,32,30,94,kindergarten,Y
393621636,SAN JOAQUIN,PUBLIC,STOCKTON,CA,FREMONT ELEMENTARY SCHOOL,34,32,94,childcare,Y
393600065,SAN JOAQUIN,PUBLIC,STOCKTON,CA,KENNEDY SCHOOL,36,34,94,childcare,Y
390319952,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TAFT SCHOOL,68,64,94,childcare,Y
115303,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VALENTINE PEYTON ELEMENTARY,134,125,93,kindergarten,Y
111310,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN MARSHALL ELEMENTARY,43,40,93,kindergarten,Y
390317652,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MCKINLEY ELEMENTARY SCHOOL,45,42,93,childcare,Y
393603371,SAN JOAQUIN,PUBLIC,STOCKTON,CA,NIGHTINGALE SCHOOL PRESCHOOL,45,42,93,childcare,Y
6100341,SAN JOAQUIN,PUBLIC,STOCKTON,CA,OAKWOOD ELEMENTARY,72,67,93,kindergarten,Y
393610882,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VICTORY STATE PRESCHOOL,73,68,93,childcare,Y
111351,SAN JOAQUIN,PUBLIC,STOCKTON,CA,JOHN C. FREMONT ELEMENTARY,115,106,92,kindergarten,Y
393616424,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PEYTON ELEMENTARY,48,44,92,childcare,Y
393604413,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WEBER TECHNICAL INSTITUTE PRESCHOOL,52,48,92,childcare,Y
393612153,SAN JOAQUIN,PUBLIC,STOCKTON,CA,WASHINGTON ELEMENTARY,22,20,91,childcare,Y
117853,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DR. LEWIS DOLPHIN STALLWORTH SR. CHARTER,22,20,91,7th grade,Y
390317654,SAN JOAQUIN,PUBLIC,STOCKTON,CA,MONROE SCHOOL,33,30,91,childcare,Y
6042790,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VAN BUREN ELEMENTARY,65,59,91,kindergarten,Y
393601451,SAN JOAQUIN,PUBLIC,STOCKTON,CA,EL DORADO PRESCHOOL,70,64,91,childcare,Y
6042576,SAN JOAQUIN,PUBLIC,STOCKTON,CA,FILLMORE ELEMENTARY,74,67,91,kindergarten,Y
393621963,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CREATIVE CHILD CARE INC @ TEAM CHARTER SCHOOL,30,27,90,childcare,Y
6042782,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TYLER SKILLS ELEMENTARY,40,36,90,kindergarten,Y
393619597,SAN JOAQUIN,PUBLIC,STOCKTON,CA,CREATIVE CHILD CARE INC. @ ORO,63,57,90,childcare,Y
6042600,SAN JOAQUIN,PUBLIC,STOCKTON,CA,GRUNSKY ELEMENTARY,71,64,90,kindergarten,Y
6042766,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TAFT ELEMENTARY,96,86,90,kindergarten,Y
124958,SAN JOAQUIN,PUBLIC,STOCKTON,CA,TEAM CHARTER,170,152,89,kindergarten,Y
393604403,SAN JOAQUIN,PUBLIC,STOCKTON,CA,EDISON PRESCHOOL,36,31,86,childcare,Y
117853,SAN JOAQUIN,PUBLIC,STOCKTON,CA,DR. LEWIS DOLPHIN STALLWORTH SR. CHARTER,55,47,85,kindergarten,Y
6069215,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SAN JOAQUIN COUNTY SPECIAL EDUCATION,71,60,85,kindergarten,Y
6042741,SAN JOAQUIN,PUBLIC,STOCKTON,CA,PULLIAM ELEMENTARY,136,109,80,kindergarten,Y
129916,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VALLEY VIEW CHARTER PREP,58,40,69,kindergarten,Y
6069215,SAN JOAQUIN,PUBLIC,STOCKTON,CA,SAN JOAQUIN COUNTY SPECIAL EDUCATION,40,26,65,7th grade,Y
129916,SAN JOAQUIN,PUBLIC,STOCKTON,CA,VALLEY VIEW CHARTER PREP,35,5,14,7th grade,Y
6042428,SAN JOAQUIN,PUBLIC,THORNTON,CA,NEW HOPE ELEMENTARY,23,21,95,kindergarten,Y
6042428,SAN JOAQUIN,PUBLIC,THORNTON,CA,NEW HOPE ELEMENTARY,24,22,95,7th grade,Y
393620802,SAN JOAQUIN,HEAD START,TRACY,CA,CAPC . DIABLO HOMES,45,42,95,childcare,Y
393621067,SAN JOAQUIN,HEAD START,TRACY,CA,CAPK EARLY HEAD START PROG . CHRISMAN,20,19,95,childcare,Y
393600441,SAN JOAQUIN,PRIVATE,TRACY,CA,MONTESSORI SCHOOL OF TRACY,189,187,99,childcare,Y
390306359,SAN JOAQUIN,PRIVATE,TRACY,CA,HAWKINS.THOMPSON CHILD DEVELOPMENT CENTER,63,61,98,childcare,Y
393620018,SAN JOAQUIN,PRIVATE,TRACY,CA,ST. BERNARD'S CATHOLIC PRESCHOOL(PS),55,53,98,childcare,Y
390310512,SAN JOAQUIN,PRIVATE,TRACY,CA,BELLA VISTA CHRISTIAN ACADEMY,112,110,98,childcare,Y
393615391,SAN JOAQUIN,PRIVATE,TRACY,CA,BIZZY.BEEZ ACADEMY,44,41,95,childcare,Y
390315760,SAN JOAQUIN,PRIVATE,TRACY,CA,GREAT BEGINNINGS PRE.SCHOOL,42,39,95,childcare,Y
393621281,SAN JOAQUIN,PRIVATE,TRACY,CA,KIDS PLACE 2 EXPLORE AND LEARN LLC,37,35,95,childcare,Y
393619986,SAN JOAQUIN,PRIVATE,TRACY,CA,LOUIS VILLALOVOZ CDC,41,38,95,childcare,Y
393620119,SAN JOAQUIN,PRIVATE,TRACY,CA,MONTESSORI ON THE PRAIRIE,23,21,95,childcare,Y
393620051,SAN JOAQUIN,PRIVATE,TRACY,CA,THEORY OF PLAY CHILD DEVELOPMENT CENTER,46,43,95,childcare,Y
393621151,SAN JOAQUIN,PRIVATE,TRACY,CA,TOTS LEARNING CENTER,44,41,95,childcare,Y
393620622,SAN JOAQUIN,PRIVATE,TRACY,CA,TRACY LEARNING CENTER PRE KINDERGARTEN,41,38,95,childcare,Y
390307976,SAN JOAQUIN,PRIVATE,TRACY,CA,WEE CARE DAY CARE,46,43,95,childcare,Y
7104292,SAN JOAQUIN,PRIVATE,TRACY,CA,MONTESSORI ELEMENTARY & MIDDLE SCHOOL OF TRACY,24,22,95,kindergarten,Y
7094634,SAN JOAQUIN,PRIVATE,TRACY,CA,WEST VALLEY CHRISTIAN ACADEMY,23,21,95,kindergarten,Y
6978324,SAN JOAQUIN,PRIVATE,TRACY,CA,ST. BERNARD'S CATHOLIC ELEMENTARY,23,21,95,7th grade,Y
6200026,SAN JOAQUIN,PRIVATE,TRACY,CA,BELLA VISTA CHRISTIAN ACADEMY,24,22,92,kindergarten,Y
393607979,SAN JOAQUIN,PRIVATE,TRACY,CA,TENDER LOVING CARE,25,23,92,childcare,Y
393612087,SAN JOAQUIN,PRIVATE,TRACY,CA,TENDER LOVING CARE,37,34,92,childcare,Y
393607972,SAN JOAQUIN,PRIVATE,TRACY,CA,TENDER LOVING CARE,27,22,81,childcare,Y
393603299,SAN JOAQUIN,PRIVATE,TRACY,CA,KINDERCARE LEARNING CENTER . GRANTLINE (PRESCHOOL),54,31,57,childcare,Y
6107973,SAN JOAQUIN,PUBLIC,TRACY,CA,MELVILLE S. JACOBSON ELEMENTARY,129,127,99,kindergarten,Y
6042881,SAN JOAQUIN,PUBLIC,TRACY,CA,SOUTH/WEST PARK ELEMENTARY,171,169,99,kindergarten,Y
6041875,SAN JOAQUIN,PUBLIC,TRACY,CA,JEFFERSON,127,125,99,7th grade,Y
6109003,SAN JOAQUIN,PUBLIC,TRACY,CA,EARLE E. WILLIAMS MIDDLE,347,343,99,7th grade,Y
108357,SAN JOAQUIN,PUBLIC,TRACY,CA,GEORGE KELLY ELEMENTARY,125,123,99,7th grade,Y
6042840,SAN JOAQUIN,PUBLIC,TRACY,CA,MONTE VISTA MIDDLE,320,316,99,7th grade,Y
6041750,SAN JOAQUIN,PUBLIC,TRACY,CA,BANTA ELEMENTARY,67,65,98,kindergarten,Y
105718,SAN JOAQUIN,PUBLIC,TRACY,CA,ANTHONY C. TRAINA ELEMENTARY,79,77,98,kindergarten,Y
6117618,SAN JOAQUIN,PUBLIC,TRACY,CA,TOM HAWKINS ELEMENTARY,79,77,98,kindergarten,Y
6118699,SAN JOAQUIN,PUBLIC,TRACY,CA,ART FREILER,81,79,98,kindergarten,Y
108357,SAN JOAQUIN,PUBLIC,TRACY,CA,GEORGE KELLY ELEMENTARY,85,83,98,kindergarten,Y
6042857,SAN JOAQUIN,PUBLIC,TRACY,CA,MCKINLEY ELEMENTARY,89,87,98,kindergarten,Y
102384,SAN JOAQUIN,PUBLIC,TRACY,CA,PRIMARY CHARTER,99,97,98,kindergarten,Y
105718,SAN JOAQUIN,PUBLIC,TRACY,CA,ANTHONY C. TRAINA ELEMENTARY,92,90,98,7th grade,Y
6117618,SAN JOAQUIN,PUBLIC,TRACY,CA,TOM HAWKINS ELEMENTARY,91,89,98,7th grade,Y
6118665,SAN JOAQUIN,PUBLIC,TRACY,CA,DISCOVERY CHARTER,94,92,98,7th grade,Y
6108997,SAN JOAQUIN,PUBLIC,TRACY,CA,GLADYS POET.CHRISTIAN ELEMENTARY,67,65,98,7th grade,Y
6042865,SAN JOAQUIN,PUBLIC,TRACY,CA,NORTH ELEMENTARY,79,77,98,7th grade,Y
6118699,SAN JOAQUIN,PUBLIC,TRACY,CA,ART FREILER,117,114,97,7th grade,Y
6106488,SAN JOAQUIN,PUBLIC,TRACY,CA,LOUIS J. VILLALOVOZ ELEMENTARY,72,70,97,kindergarten,Y
6042865,SAN JOAQUIN,PUBLIC,TRACY,CA,NORTH ELEMENTARY,72,70,97,kindergarten,Y
6114490,SAN JOAQUIN,PUBLIC,TRACY,CA,WANDA HIRSCH ELEMENTARY,105,101,96,kindergarten,Y
393610766,SAN JOAQUIN,PUBLIC,TRACY,CA,ART FREILER PRESCHOOL,33,31,95,childcare,Y
393620820,SAN JOAQUIN,PUBLIC,TRACY,CA,CAPC . MOUNTAIN VIEW,37,35,95,childcare,Y
393611123,SAN JOAQUIN,PUBLIC,TRACY,CA,GEORGE KELLY CHILD DEVELOPMENT CENTER,32,30,95,childcare,Y
393605862,SAN JOAQUIN,PUBLIC,TRACY,CA,MELVILLE S. JACOBSON STATE PRESCHOOL,45,42,95,childcare,Y
393617338,SAN JOAQUIN,PUBLIC,TRACY,CA,MY CURIOUS MONKEY'S CHILDCARE,20,19,95,childcare,Y
393621310,SAN JOAQUIN,PUBLIC,TRACY,CA,TRACY UNIFIED SCHOOL DIST . VILLALOVOZ PRESCHOOL,23,21,95,childcare,Y
393614190,SAN JOAQUIN,PUBLIC,TRACY,CA,TRACY UNIFIED SCHOOL DISTRICT . NORTH PRESCHOOL,48,45,95,childcare,Y
393605949,SAN JOAQUIN,PUBLIC,TRACY,CA,TRACY UNIFIED SCHOOL DISTRICT SOUTH/WEST PARK ELEM,40,38,95,childcare,Y
129890,SAN JOAQUIN,PUBLIC,TRACY,CA,DELTA HOME CHARTER,24,22,95,kindergarten,Y
6042436,SAN JOAQUIN,PUBLIC,TRACY,CA,NEW JERUSALEM ELEMENTARY,23,21,95,kindergarten,Y
6110530,SAN JOAQUIN,PUBLIC,TRACY,CA,BOHN (LOUIS A.) ELEMENTARY,47,44,95,kindergarten,Y
6108997,SAN JOAQUIN,PUBLIC,TRACY,CA,GLADYS POET.CHRISTIAN ELEMENTARY,42,39,95,kindergarten,Y
6041750,SAN JOAQUIN,PUBLIC,TRACY,CA,BANTA ELEMENTARY,35,33,95,7th grade,Y
6041883,SAN JOAQUIN,PUBLIC,TRACY,CA,LAMMERSVILLE ELEMENTARY,22,20,95,7th grade,Y
117796,SAN JOAQUIN,PUBLIC,TRACY,CA,NEW JERUSALEM,29,27,95,7th grade,Y
6110373,SAN JOAQUIN,PUBLIC,TRACY,CA,MONTICELLO ELEMENTARY,91,86,95,kindergarten,Y
6119309,SAN JOAQUIN,PUBLIC,TRACY,CA,DELTA CHARTER,52,49,94,7th grade,Y
6042832,SAN JOAQUIN,PUBLIC,TRACY,CA,CENTRAL ELEMENTARY,66,61,92,kindergarten,Y
6119309,SAN JOAQUIN,PUBLIC,TRACY,CA,DELTA CHARTER,24,21,88,kindergarten,Y
6098057,SAN JOAQUIN,PUBLIC,VICTOR,CA,VICTOR ELEMENTARY,25,23,92,kindergarten,Y
401701939,SAN LUIS OBISPO,PRIVATE,ARROYO GRANDE,CA,PEACE CHRISTIAN PRESCHOOL,62,60,98,childcare,Y
406212537,SAN LUIS OBISPO,PRIVATE,ARROYO GRANDE,CA,ST. PATRICK'S MERCY PRESCHOOL,56,54,98,childcare,Y
401708427,SAN LUIS OBISPO,PRIVATE,ARROYO GRANDE,CA,VALLEY VIEW CHILDREN'S CENTER,56,54,96,childcare,Y
401710931,SAN LUIS OBISPO,PRIVATE,ARROYO GRANDE,CA,ARROYO GRANDE MONTESSORI SCHOOL,22,20,95,childcare,Y
